chr	start	end	depth
chr1	119755357	119755667	56.52153225806452
chr1	119757203	119757508	55.99098360655738
chr1	167430570	167431816	56.79594703049759
chr1	167433950	167435504	51.425756113256114
chr1	167439274	167439710	56.35533256880734
chr1	167439803	167440837	57.76293520309478
chr1	167518338	167518680	56.72317251461989
chr1	198693948	198695241	55.24746713070378
chr1	198706664	198707022	57.41885474860335
chr1	198729067	198729241	57.347988505747125
chr1	198731547	198731796	56.40692771084338
chr1	198752179	198752842	55.95184766214178
chr1	236810433	236810665	56.520366379310346
chr1	236812668	236812914	55.89837398373984
chr1	236824049	236824289	55.53614583333333
chr1	236829119	236829338	57.5324200913242
chr1	236831896	236832148	55.17202380952381
chr1	236859763	236859992	55.651310043668126
chr1	236861055	236861347	57.55410958904109
chr1	236863384	236863624	57.0825
chr1	236874656	236874916	58.090576923076924
chr1	236897488	236904051	52.80252933109858
chr10	14907809	14909400	56.31843180389692
chr10	14911120	14911392	60.59457720588235
chr10	14936468	14936663	59.93076923076923
chr10	14945365	14945635	60.04712962962962
chr10	14953832	14954502	60.44462686567164
chr10	70882210	70882555	62.16572463768116
chr10	70887783	70888324	62.50633086876155
chr10	70888461	70888854	61.351653944020356
chr10	71818961	71819341	60.10690789473684
chr10	71819644	71819970	61.378604294478535
chr10	71823818	71823966	60.303716216216216
chr10	71825767	71825963	59.53482142857143
chr10	71834302	71834575	60.24038461538462
chr10	71851112	71851445	59.6966966966967
chr10	74176419	74176956	61.36648044692737
chr10	74200694	74200908	58.9376168224299
chr10	74314597	74314815	61.9769495412844
chr10	74394071	74394383	61.324679487179495
chr10	74670113	74670339	60.589159292035404
chr10	96196838	96197133	61.70110169491526
chr10	96199896	96200228	62.23230421686746
chr10	96204462	96204924	61.83111471861472
chr10	96215251	96215459	60.720793269230775
chr10	96223756	96224059	58.90783828382838
chr10	96230724	96230904	61.70916666666667
chr10	102833405	102835084	54.35847230494342
chr10	102836995	102837603	61.53540296052631
chr10	123008909	123009141	60.16616379310345
chr10	123037677	123037917	60.69572916666667
chr11	3867978	3868344	56.070423497267754
chr11	3903393	3903679	58.12596153846154
chr11	3999532	3999757	58.294888888888885
chr11	4023803	4024057	56.950688976377954
chr11	4059211	4059473	56.5449427480916
chr11	4069956	4070273	57.46064668769716
chr11	4074432	4074749	58.366955835962145
chr11	4083193	4083724	57.51930320150659
chr11	5226193	5226893	57.488
chr11	36510639	36511108	58.11481876332623
chr11	36520062	36520299	58.0331223628692
chr11	36535889	36536104	57.58732558139535
chr11	36563315	36563568	57.55553359683795
chr11	36566377	36566621	56.28411885245902
chr11	36567286	36567499	58.39647887323944
chr11	36567955	36568192	56.471729957805906
chr11	36573221	36579826	53.511457229371686
chr11	36575504	36576041	57.018156424581
chr11	36591873	36594265	47.03998745819398
chr11	68754819	68757800	49.020051995974505
chr11	68762557	68762831	59.166697080291975
chr11	68793245	68793472	58.321916299559476
chr11	68794734	68794981	57.31093117408907
chr11	68796786	68797003	57.41520737327189
chr11	68815264	68815573	56.40566343042072
chr11	68844075	68844480	57.91765432098765
chr11	108127816	108128049	58.07178111587983
chr11	108131837	108132024	57.39211229946524
chr11	108133750	108134007	56.71215953307393
chr11	108134151	108134518	57.42806539509537
chr11	108135072	108135312	56.34135416666667
chr11	108136000	108137009	58.29534192269574
chr11	108141535	108141770	55.935106382978724
chr11	108142367	108144291	48.77798856548857
chr11	108146051	108146429	55.58974867724868
chr11	108147200	108147846	57.02403250773993
chr11	108223033	108227958	52.28591370558375
chr11	108229108	108230982	54.88784685165422
chr11	108231418	108231664	57.233943089430895
chr11	108235600	108236604	57.46748007968127
chr11	108244718	108245096	57.414021164021165
chr11	108246894	108247197	58.85090759075907
chr11	108248863	108249172	57.36674757281553
chr11	108256145	108256410	58.1066037735849
chr11	108257411	108257676	56.01405660377359
chr11	108267101	108267412	58.1733922829582
chr11	108282640	108282949	58.78381877022654
chr11	108287108	108287785	57.862186115214186
chr11	108288907	108289173	57.18345864661654
chr11	108289532	108290737	57.08520746887967
chr11	108292549	108292863	58.322054140127385
chr11	108293243	108293547	57.19646381578947
chr11	108294857	108296066	57.60179900744417
chr11	108296904	108297452	57.52490875912408
chr11	108299410	108299955	56.974541284403664
chr11	108312341	108312568	57.061894273127756
chr11	108315753	108316183	55.989534883720935
chr11	108317303	108317591	57.43697916666666
chr11	108319884	108320128	56.49815573770492
chr11	108321231	108321490	56.585907335907336
chr11	108325240	108325614	57.22901069518716
chr11	108325988	108326295	57.1064332247557
chr11	108328951	108329377	56.97664319248827
chr11	108331374	108331627	57.08646245059289
chr11	108331809	108332107	56.75486577181208
chr11	108334899	108335179	57.435625
chr11	108335775	108336478	57.7900426742532
chr11	108365255	108369172	50.83800102118969
chr11	112228524	112229574	56.54071428571429
chr11	112230196	112230752	56.76420863309353
chr11	118304475	118304846	57.33322102425876
chr11	118339705	118339976	58.06411439114392
chr11	118348957	118350268	56.830625476735314
chr11	118353049	118355231	45.707733730522456
chr12	102836815	102839288	48.82909421754953
chr12	102840330	102840585	58.889901960784314
chr12	102885975	102886312	58.68390207715133
chr12	109553667	109557206	51.933830178016386
chr12	109560970	109561587	59.76900324149109
chr12	109561614	109561922	58.83595779220779
chr12	109569902	109570164	58.696660305343514
chr12	109573277	109573944	60.17593703148426
chr12	120725665	120726001	59.8655505952381
chr12	120736916	120737875	59.636157455683005
chr12	120738750	120738985	58.21829787234043
chr12	120739070	120740078	59.191294642857144
chr12	121839862	121840118	60.342578125
chr12	121843640	121843902	58.21660305343512
chr12	121846792	121847003	59.33981042654028
chr12	121849617	121850008	60.24386189258312
chr12	121856513	121856695	60.207005494505495
chr12	121858855	121859261	60.169889162561574
chr12	121863462	121863666	60.98235294117647
chr13	100149131	100149775	58.41133540372671
chr13	100157217	100157410	60.35388601036269
chr13	100160603	100161695	59.09954212454212
chr13	100235772	100235948	58.38125
chr13	100236411	100237567	58.22203719723184
chr13	100307122	100307330	59.81069711538462
chr13	100489898	100491887	46.09625439919558
chr13	100530028	100530507	59.723486430062636
chr13	108207369	108211366	52.79304478358769
chr14	20472238	20473270	56.77565406976744
chr14	20473314	20475322	48.17594621513944
chr14	20476314	20477164	57.26629411764706
chr14	74476122	74476662	56.67175925925926
chr14	74484341	74484657	57.71028481012659
chr14	74493123	74493678	56.23103603603604
chr14	99169217	99176265	53.35526035754824
chr14	99231275	99231627	56.369176136363635
chr14	99271091	99271594	57.72162027833002
chr15	40407566	40407882	57.71416139240506
chr15	40414336	40415052	58.94762569832402
chr15	40415076	40415552	59.112079831932775
chr15	40416008	40416432	59.231014150943395
chr15	40418060	40421369	51.22353430039287
chr15	40424065	40424543	59.42092050209205
chr15	40435347	40436017	59.22940298507463
chr15	45361054	45362291	57.94011721907841
chr15	45363561	45364086	58.91109523809524
chr15	45364254	45364930	58.50399408284024
chr15	45365976	45366280	56.74284539473685
chr15	45366301	45366578	57.637454873646206
chr15	45368000	45368330	59.04628787878788
chr15	45369256	45369777	59.34097888675624
chr15	45373166	45373401	59.71159574468085
chr15	45376531	45378863	47.68621355060034
chr15	45396852	45397416	60.052437943262404
chr15	45399476	45399665	61.31177248677248
chr15	74344974	74345360	60.18490932642487
chr15	74347830	74348314	57.724793388429745
chr15	74350096	74350324	59.70131578947369
chr15	74359453	74359673	58.33988636363637
chr15	74361305	74361853	58.152737226277374
chr15	74365646	74366276	59.34928571428571
chr15	74367247	74367810	58.609369449378335
chr15	76227643	76228319	58.950924556213025
chr15	76292361	76292692	58.28753776435045
chr15	76309862	76310134	57.35597426470588
chr15	76311280	76311542	60.002290076335875
chr15	80152420	80152615	59.56358974358974
chr15	80155881	80158240	47.72338914794405
chr15	80162176	80163777	54.66375702685822
chr15	80167033	80167312	59.320519713261646
chr15	80186060	80187016	58.16846234309624
chr15	82130160	82130631	58.76125265392782
chr15	82151395	82152493	59.59517304189435
chr15	82163783	82164054	59.082564575645755
chr15	82220008	82220299	59.12121993127148
chr15	82225095	82225334	59.4560669456067
chr15	82240348	82240625	58.88709386281588
chr15	82241200	82241473	58.61071428571429
chr15	82252621	82252845	58.423549107142854
chr16	28987496	28989659	42.42473416551086
chr16	30182757	30183203	51.99803811659193
chr16	30183352	30184031	53.25441826215022
chr16	30184148	30184413	54.47179245283019
chr16	30184678	30185034	52.86994382022472
chr16	30185139	30187293	53.29748142989787
chr16	30187312	30189145	39.169817239498094
chr16	31107737	31108215	53.60706066945606
chr16	31108224	31108836	52.874387254901954
chr16	31108864	31109649	53.13261146496816
chr16	31110331	31111289	52.93687369519834
chr16	31111799	31112861	53.89809322033898
chr16	67646116	67646587	54.81565817409766
chr16	67646644	67646854	54.54202380952381
chr16	67647776	67652409	51.92051586445068
chr16	67652895	67653324	53.512412587412584
chr16	67654079	67654319	54.36177083333333
chr16	67655961	67656715	53.97198275862068
chr16	67656731	67657386	52.58843511450382
chr16	71565590	71568879	46.85121617512922
chr16	71575008	71576497	53.735006715916725
chr16	71576939	71577200	53.92940613026819
chr17	7217055	7217243	56.45984042553191
chr17	7217646	7217888	56.851549586776855
chr17	7219736	7220746	56.84185643564357
chr17	7222570	7223307	56.08931478968792
chr17	7223352	7225306	48.55988996929376
chr17	28394686	28399783	52.099122032568175
chr17	28404170	28404838	57.1251871257485
chr17	28506173	28506513	57.41713235294118
chr17	28529024	28529294	58.552499999999995
chr17	28534261	28534608	57.21664265129683
chr17	28547929	28548243	58.09912420382166
chr17	28548522	28551872	51.17977611940299
chr17	42202033	42202517	58.261880165289256
chr17	42202687	42203023	56.46822916666666
chr17	42207488	42207798	57.46604838709677
chr17	42210101	42210662	56.890998217468805
chr17	42217090	42218400	57.57635496183207
chr17	42218653	42218948	50.03186440677966
chr17	42223312	42223626	57.187818471337586
chr17	42224709	42224938	56.85491266375546
chr17	44004476	44005159	58.73781112737921
chr17	44005954	44006307	57.38364022662889
chr17	44007497	44007843	57.46900289017341
chr17	63930004	63930584	55.682801724137924
chr17	75758140	75758588	56.612890625
chr17	80101634	80102803	56.543413173652695
chr17	80105679	80105964	57.194385964912286
chr17	80107730	80107966	57.44131355932203
chr17	80108220	80108898	57.376474926253685
chr17	80116756	80117179	56.49491725768321
chr17	80117530	80117819	56.71816608996539
chr17	80118123	80118427	56.8499177631579
chr17	80118583	80118875	55.99392123287671
chr17	80119202	80119949	56.93149263721553
chr18	13881974	13885716	51.50004676643506
chr18	23506114	23506712	58.557817725752514
chr18	23522245	23522976	59.43166894664843
chr18	23528137	23529797	53.13042168674699
chr18	23533285	23534629	58.17237723214286
chr18	23538472	23538995	59.64703632887189
chr18	23539285	23540071	58.94872773536896
chr18	23554688	23555055	59.246049046321524
chr18	23556173	23556734	60.05267379679144
chr18	23561290	23561597	59.705048859934855
chr18	23573382	23573644	61.02452290076336
chr18	23576411	23577017	60.081311881188114
chr18	23586217	23586968	58.984820239680424
chr19	1397741	1399096	55.72335793357934
chr19	1609220	1611919	48.323341978510555
chr19	7888435	7888670	57.555319148936164
chr19	7898591	7902091	50.67675
chr19	12890956	12892044	58.54940257352941
chr19	12892046	12892504	59.00578602620087
chr19	12898056	12898453	58.94666246851385
chr19	17824710	17826980	46.46027533039647
chr19	17834501	17834791	57.754137931034485
chr19	17839354	17839733	58.58575197889182
chr19	17841570	17841832	58.13807251908397
chr19	17842246	17843242	57.14957329317269
chr19	17847876	17848141	57.61830188679245
chr19	41397390	41398005	58.84601626016261
chr19	41410567	41411079	57.440185546875
chr19	41418655	41418887	56.88836206896551
chr19	41418953	41419366	57.821489104116225
chr19	41422094	41422440	57.17723988439307
chr19	41422559	41422840	57.668149466192176
chr19	41422853	41423239	58.19559585492228
chr19	41424368	41425075	57.481046676096184
chr19	41877050	41877453	57.329900744416875
chr19	41878920	41879723	58.27705479452055
chr19	41880600	41881442	58.10290973871734
chr19	51345099	51345451	57.55525568181819
chr19	51345618	51348600	50.836871227364185
chr19	51350117	51350461	58.028125
chr19	51354080	51357176	49.719460594315244
chr2	26190585	26191698	57.615318957771784
chr2	26192240	26192494	58.446850393700785
chr2	26193507	26193842	58.1784328358209
chr2	26197621	26197847	58.753429203539824
chr2	26199173	26199436	57.260171102661594
chr2	26209710	26209959	58.87419678714859
chr2	26210475	26210884	57.3789119804401
chr2	26211867	26212696	57.55009047044632
chr2	26214373	26214646	57.73800366300367
chr2	26236785	26237058	58.07335164835165
chr2	26244455	26244796	59.16063049853373
chr2	26244909	26245511	57.54003322259136
chr2	26254360	26255026	57.913175675675674
chr2	26260468	26261663	57.47094142259414
chr2	26277003	26277230	57.456277533039646
chr2	26279065	26279385	58.148281250000004
chr2	26289848	26290538	57.20391304347826
chr2	46916087	46916647	58.43535714285714
chr2	46950293	46950596	56.837458745874585
chr2	46994161	46994584	57.78587470449172
chr2	47046245	47046501	59.31533203125
chr2	47047196	47047407	57.43234597156398
chr2	86801441	86801727	57.237937062937064
chr2	97713490	97713744	60.37096456692914
chr2	97713846	97714064	58.22935779816514
chr2	97723946	97724754	57.997339108910886
chr2	97724785	97724963	58.2501404494382
chr2	97725022	97725322	57.0425
chr2	97732632	97733091	58.17554466230937
chr2	97733227	97735526	50.47813179643323
chr2	97737403	97738647	58.51643890675241
chr2	97739305	97739932	57.09533492822967
chr2	149579361	149579718	57.01253501400561
chr2	210612047	210612363	57.394066455696205
chr2	210616353	210616611	57.73149224806201
chr2	210656455	210656702	57.27327935222672
chr2	210657290	210657725	58.03879310344828
chr2	210660415	210660725	57.08
chr2	210663053	210663267	58.526518691588784
chr2	210671545	210675031	50.75271084337349
chr2	210676937	210677206	58.1050185873606
chr2	210677817	210679177	57.6299080882353
chr2	216432648	216432938	57.397241379310344
chr2	216435268	216435566	58.72005033557046
chr2	216482668	216483123	58.557582417582424
chr2	219075247	219076525	57.93382237871674
chr2	219077176	219077434	57.46346899224807
chr2	219078004	219078276	57.56911764705883
chr2	219158116	219158432	58.296281645569614
chr2	219158750	219159401	57.8002688172043
chr20	760010	761894	48.177919320594484
chr20	765138	766404	57.577626382306484
chr20	768227	768703	59.224317226890754
chr20	775885	776085	57.026875
chr20	21708200	21708770	59.56412280701754
chr20	21714401	21718556	52.74717208182913
chr20	32779782	32780215	58.4858545034642
chr20	32784688	32784929	57.473132780082985
chr20	32788784	32789082	57.662080536912754
chr20	32791531	32791778	57.866599190283395
chr20	32793466	32793665	58.4358040201005
chr20	32795339	32795764	58.16529411764706
chr20	32798390	32798713	56.9593653250774
chr20	32801208	32801496	59.77092013888889
chr20	32802315	32802540	58.19244444444445
chr20	32805268	32805477	59.78815789473684
chr20	32807692	32809426	51.51143310265282
chr20	34280198	34281235	58.399132111861135
chr20	34290262	34290708	59.588789237668166
chr20	34291349	34291601	59.864583333333336
chr20	34293396	34294226	59.90057228915663
chr20	34311402	34311872	59.21015957446808
chr20	44619452	44619917	58.595107526881726
chr20	44620229	44621217	59.25688259109312
chr20	44622759	44623148	57.50745501285347
chr20	44636001	44636358	58.503081232493
chr21	36750818	36754487	51.52743254292723
chr21	36966374	36966709	59.88567164179104
chr21	43060371	43060616	0.0
chr21	43062883	43063318	0.0
chr21	43063830	43064297	2.1994111349036403
chr21	43073196	43073578	0.0
chr21	43075037	43075839	2.873379052369077
chr22	19756633	19756815	57.33475274725274
chr22	19759488	19759747	58.261389961389966
chr22	19764888	19765183	58.466355932203385
chr22	19765832	19767404	53.648982188295165
chr22	37232334	37232988	57.12649082568807
chr22	50625866	50626348	59.03615145228216
chr22	50626521	50627476	59.024685863874346
chr22	50627486	50628243	57.66367239101718
chr3	15601271	15602380	59.6367222723174
chr3	15606371	15606981	59.029999999999994
chr3	15631357	15631565	59.72584134615384
chr3	15635354	15635758	59.56324257425742
chr3	15644246	15647710	51.5585522517321
chr3	48859022	48859271	59.04046184738955
chr3	48859485	48859697	58.93584905660377
chr3	48862472	48862729	58.02947470817121
chr3	48879288	48879518	58.76652173913044
chr3	48891910	48892142	59.48900862068965
chr3	48898620	48899063	58.086681715575615
chr3	128481749	128482148	60.1172305764411
chr3	128483790	128484075	57.16543859649123
chr3	128485657	128486438	58.94443021766965
chr3	128491934	128492292	59.9215782122905
chr3	128492829	128493255	60.13245305164319
chr3	136250236	136250628	59.49929846938776
chr3	136255237	136255603	58.96359289617486
chr3	136256485	136256693	57.43269230769231
chr3	136283767	136284017	58.8889
chr3	136326256	136326455	58.59761306532663
chr3	136326733	136327325	59.32871621621622
chr3	136329835	136330240	59.20104938271605
chr3	136333332	136337966	53.16114048338369
chr3	183015148	183015636	59.77566598360655
chr3	183022347	183022787	57.66045454545455
chr3	183033921	183034147	59.70530973451328
chr3	183038956	183039205	60.333835341365464
chr3	183052089	183052310	57.831447963800905
chr4	999640	1000134	58.43997975708502
chr4	1000812	1001249	57.746796338672766
chr4	1001398	1002555	57.489282627484876
chr4	17460191	17460905	57.91071428571429
chr4	17486328	17487306	58.056952965235176
chr4	17501649	17501929	57.91732142857143
chr4	17509201	17509433	59.241379310344826
chr4	145600326	145600923	58.712730318257954
chr4	145655077	145660105	52.88944411296738
chr4	158679220	158680171	58.35686119873817
chr4	158680397	158680677	58.04357142857143
chr4	158681501	158681684	57.27554644808744
chr4	158681872	158682494	57.64023311897106
chr4	158698917	158699200	56.338250883392234
chr4	158706119	158706441	56.87531055900621
chr4	174490107	174492164	45.736205639280506
chr4	174493081	174493531	58.74094444444445
chr4	174506673	174508253	53.978370253164556
chr5	35856225	35856757	58.396428571428565
chr5	36192522	36195352	48.73650176678446
chr5	68215650	68216019	58.31558265582656
chr5	68217396	68217868	57.23093220338983
chr5	68226220	68227079	57.62328288707799
chr5	68273320	68273751	57.865139211136885
chr5	68273869	68274083	57.90327102803739
chr5	68280237	68280799	58.033140569395016
chr5	68290730	68292431	57.001557907113465
chr5	68293233	68293553	57.11140625
chr5	68294466	68294748	58.6299645390071
chr5	68295350	68295813	57.96376889848813
chr5	68297342	68301891	51.93493075401187
chr5	70049542	70049836	0.08775510204081632
chr5	70063341	70063556	0.0
chr5	70065895	70066154	0.0
chr5	70066864	70067204	0.0
chr5	70067209	70067516	0.0
chr5	70068956	70069400	1.6449887387387387
chr5	70070571	70070919	0.0028735632183908046
chr5	70071101	70071460	23.44059888579387
chr5	70076451	70077666	30.44761316872428
chr5	70077692	70078592	14.691833333333332
chr5	70924960	70925254	0.07704081632653062
chr5	70938769	70938980	0.0
chr5	70946637	70946885	16.79546370967742
chr5	70953112	70954012	14.846527777777776
chr5	71587218	71587624	57.60800492610838
chr5	71592801	71593062	56.89913793103449
chr5	71596200	71596434	57.777670940170935
chr5	71599589	71599830	57.10031120331951
chr5	71602436	71603135	57.29606580829757
chr5	71604286	71604538	61.2125
chr5	71635081	71636781	50.92547058823529
chr5	71640933	71641438	55.940396039603954
chr5	71656673	71658774	45.29220609233698
chr5	126549434	126550363	56.94900430570506
chr5	126554217	126555502	57.29865758754865
chr5	126555861	126556085	56.77667410714285
chr5	126567740	126571207	50.430732621863285
chr5	126581119	126582219	57.283
chr5	126582709	126583044	58.38753731343284
chr5	132369682	132370435	57.95063081009296
chr5	132376016	132378305	46.093785495849716
chr5	132378308	132384371	53.22221260102259
chr5	132388890	132390974	45.251835412667944
chr5	132394115	132395684	53.793451242829825
chr5	169669218	169669398	56.82541666666667
chr5	169670472	169670667	57.012948717948724
chr5	169671008	169671244	57.45105932203389
chr5	169703879	169704145	57.97791353383459
chr5	169708099	169708337	57.72794117647059
chr5	169711865	169712077	58.880542452830184
chr5	169802988	169803276	58.8296875
chr5	169841331	169841605	58.4220802919708
chr5	170041943	170042202	58.12944015444016
chr5	170050186	170050467	56.72526690391459
chr6	32005566	32006582	49.76178641732283
chr6	32006740	32007169	53.446503496503496
chr6	32007199	32007540	56.5350439882698
chr6	32007863	32008521	36.34388297872341
chr6	32038195	32040275	48.71944711538462
chr6	32040336	32041740	41.11025641025641
chr6	49441770	49442041	58.16033210332104
chr6	49444569	49444824	56.816372549019604
chr6	49451396	49451784	56.54594072164948
chr6	49459012	49459575	57.08849911190053
chr6	69708780	69709301	56.91333973128599
chr6	69793667	69796678	48.051843241448026
chr6	69798045	69798359	57.02675159235669
chr6	69824419	69824622	55.133743842364524
chr6	80127199	80127448	56.63172690763052
chr6	80167608	80167881	57.970238095238095
chr6	80168805	80169100	55.163220338983045
chr6	80169741	80169943	55.66299504950494
chr6	80200864	80201101	57.85116033755274
chr6	83164803	83169393	55.41927015250544
chr6	83170231	83170548	57.68406940063092
chr6	83179740	83180037	58.26203703703703
chr6	83181666	83182001	55.43246268656717
chr6	83182775	83183048	57.20531135531136
chr6	109462524	109466644	50.34085558252427
chr6	109481005	109482124	57.16639857015192
chr6	131581149	131581448	57.33729096989966
chr7	44379051	44386191	54.846327030812326
chr7	44402572	44402993	58.23396674584323
chr7	44489753	44490335	57.23470790378006
