chr	start	end	depth
chr1	112956769	112957083	53.0281050955414
chr1	119755357	119755667	54.29088709677419
chr1	119757203	119757508	54.57000000000001
chr1	167430570	167431816	54.66298154093098
chr1	167433950	167435504	49.35394144144144
chr1	167439274	167439710	53.62964449541285
chr1	167439803	167440837	55.00647969052225
chr1	167518338	167518680	54.2468567251462
chr1	198693948	198695241	54.23377803557618
chr1	198706664	198707022	53.964455307262575
chr1	198729067	198729241	54.481034482758616
chr1	198731547	198731796	53.94126506024096
chr1	198752179	198752842	53.25286576168929
chr1	236810433	236810665	52.947952586206895
chr1	236812668	236812914	54.14705284552846
chr1	236824049	236824289	54.024583333333325
chr1	236829119	236829338	54.1703196347032
chr1	236831896	236832148	53.18373015873016
chr1	236859763	236859992	54.35862445414847
chr1	236861055	236861347	55.414726027397265
chr1	236863384	236863624	54.4315625
chr1	236874656	236874916	53.44442307692308
chr1	236897488	236904051	51.365187414292244
chr10	14907809	14909400	55.56902891263356
chr10	14911120	14911392	56.15413602941177
chr10	14936468	14936663	58.28782051282051
chr10	14945365	14945635	58.045
chr10	14953832	14954502	56.16996268656717
chr10	70882210	70882555	56.125
chr10	70887783	70888324	56.87643253234751
chr10	70888461	70888854	56.109669211195936
chr10	71818961	71819341	56.55269736842105
chr10	71819644	71819970	57.22423312883435
chr10	71823818	71823966	57.58361486486486
chr10	71825767	71825963	57.75267857142857
chr10	71834302	71834575	57.38205128205128
chr10	71851112	71851445	55.68355855855856
chr10	74176419	74176956	56.961638733705776
chr10	74200694	74200908	56.837383177570096
chr10	74314597	74314815	56.55607798165138
chr10	74394071	74394383	56.59142628205128
chr10	74670113	74670339	56.90232300884956
chr10	96196838	96197133	56.08076271186441
chr10	96199896	96200228	57.363177710843374
chr10	96204462	96204924	55.79550865800866
chr10	96215251	96215459	56.22211538461538
chr10	96223756	96224059	56.129125412541256
chr10	96230724	96230904	55.87902777777778
chr10	102833405	102835084	54.317629541393686
chr10	102836995	102837603	56.42524671052631
chr10	123008909	123009141	55.139331896551724
chr10	123037677	123037917	55.969791666666666
chr11	3867978	3868344	55.150273224043715
chr11	3903393	3903679	53.6618881118881
chr11	3999532	3999757	54.57000000000001
chr11	4023803	4024057	56.223917322834644
chr11	4059211	4059473	53.92471374045802
chr11	4069956	4070273	53.00457413249211
chr11	4074432	4074749	53.94345425867508
chr11	4083193	4083724	54.040160075329574
chr11	5226193	5226893	54.23410714285715
chr11	36510639	36511108	54.44072494669509
chr11	36520062	36520299	53.788185654008444
chr11	36535889	36536104	54.19244186046511
chr11	36563315	36563568	53.81067193675889
chr11	36566377	36566621	54.26024590163935
chr11	36567286	36567499	54.45199530516432
chr11	36567955	36568192	53.2382911392405
chr11	36573221	36579826	51.88498485995458
chr11	36575504	36576041	53.93291433891992
chr11	36591873	36594265	47.0083089464883
chr11	68754819	68757800	48.00446159007045
chr11	68762557	68762831	54.18585766423357
chr11	68793245	68793472	54.79085903083701
chr11	68794734	68794981	53.86325910931174
chr11	68796786	68797003	55.076036866359445
chr11	68815264	68815573	54.799595469255664
chr11	68844075	68844480	53.756913580246916
chr11	108127816	108128049	54.57489270386266
chr11	108131837	108132024	55.09812834224599
chr11	108133750	108134007	55.75622568093386
chr11	108134151	108134518	55.29788828337875
chr11	108135072	108135312	55.06583333333333
chr11	108136000	108137009	54.22884043607532
chr11	108141535	108141770	55.19904255319149
chr11	108142367	108144291	48.870595114345114
chr11	108146051	108146429	54.90284391534392
chr11	108147200	108147846	54.18664860681115
chr11	108223033	108227958	50.941751269035535
chr11	108229108	108230982	53.45381536819637
chr11	108231418	108231664	53.482317073170734
chr11	108235600	108236604	54.50562749003984
chr11	108244718	108245096	54.757936507936506
chr11	108246894	108247197	55.003712871287135
chr11	108248863	108249172	54.49174757281553
chr11	108256145	108256410	53.05509433962264
chr11	108257411	108257676	54.18594339622641
chr11	108267101	108267412	55.12765273311898
chr11	108282640	108282949	54.63899676375405
chr11	108287108	108287785	54.07477843426883
chr11	108288907	108289173	53.2328007518797
chr11	108289532	108290737	54.17435684647303
chr11	108292549	108292863	54.745143312101916
chr11	108293243	108293547	54.404029605263155
chr11	108294857	108296066	53.892369727047154
chr11	108296904	108297452	53.81021897810219
chr11	108299410	108299955	55.40422018348623
chr11	108312341	108312568	54.84647577092511
chr11	108315753	108316183	54.746279069767446
chr11	108317303	108317591	54.15789930555555
chr11	108319884	108320128	53.669569672131146
chr11	108321231	108321490	52.8315637065637
chr11	108325240	108325614	54.35086898395722
chr11	108325988	108326295	53.941938110749184
chr11	108328951	108329377	54.3093896713615
chr11	108331374	108331627	54.87243083003953
chr11	108331809	108332107	54.869546979865774
chr11	108334899	108335179	53.956517857142856
chr11	108335775	108336478	54.80590327169275
chr11	108365255	108369172	50.06407327035997
chr11	112228524	112229574	54.86869047619048
chr11	112230196	112230752	54.25980215827339
chr11	118304475	118304846	54.10397574123989
chr11	118339705	118339976	54.52767527675277
chr11	118348957	118350268	54.60337528604119
chr11	118353049	118355231	46.19110907424381
chr12	102836815	102839288	48.093883946623535
chr12	102840330	102840585	56.890882352941176
chr12	102885975	102886312	54.68026706231454
chr12	109553667	109557206	51.00885137044363
chr12	109560970	109561587	56.00218800648298
chr12	109561614	109561922	54.80243506493506
chr12	109569902	109570164	55.1587786259542
chr12	109573277	109573944	56.12919790104947
chr12	120725665	120726001	55.96629464285714
chr12	120736916	120737875	56.198149113660065
chr12	120738750	120738985	55.933191489361704
chr12	120739070	120740078	56.518253968253966
chr12	121839862	121840118	57.23193359375
chr12	121843640	121843902	56.30248091603054
chr12	121846792	121847003	56.43364928909953
chr12	121849617	121850008	56.77544757033248
chr12	121856513	121856695	55.99464285714286
chr12	121858855	121859261	56.48294334975369
chr12	121863462	121863666	56.65269607843137
chr13	100149131	100149775	55.88109472049689
chr13	100157217	100157410	56.49831606217616
chr13	100160603	100161695	56.09532967032967
chr13	100235772	100235948	54.2328125
chr13	100236411	100237567	55.55404411764706
chr13	100307122	100307330	56.21959134615385
chr13	100489898	100491887	46.31420311714429
chr13	100530028	100530507	56.29149269311065
chr13	108207369	108211366	51.26840755566675
chr14	20472238	20473270	54.12039728682171
chr14	20473314	20475322	48.02329432270916
chr14	20476314	20477164	54.43738235294118
chr14	74476122	74476662	53.957453703703706
chr14	74484341	74484657	54.62950949367089
chr14	74493123	74493678	53.151891891891886
chr14	99169217	99176265	51.70213890465381
chr14	99231275	99231627	55.12450284090909
chr14	99271091	99271594	53.66779324055666
chr15	40407566	40407882	55.97357594936709
chr15	40414336	40415052	55.31620111731844
chr15	40415076	40415552	55.69422268907563
chr15	40416008	40416432	56.020872641509435
chr15	40418060	40421369	49.97515110305228
chr15	40424065	40424543	54.56375523012552
chr15	40435347	40436017	55.86985074626866
chr15	45361054	45362291	56.003253839935326
chr15	45363561	45364086	55.57595238095238
chr15	45364254	45364930	55.96135355029586
chr15	45365976	45366280	55.59728618421053
chr15	45366301	45366578	55.90902527075813
chr15	45368000	45368330	54.24939393939394
chr15	45369256	45369777	55.61108445297505
chr15	45373166	45373401	56.00617021276596
chr15	45376531	45378863	47.540726843910804
chr15	45396852	45397416	55.45687056737588
chr15	45399476	45399665	55.332142857142856
chr15	74344974	74345360	55.29086787564766
chr15	74347830	74348314	54.87598140495868
chr15	74350096	74350324	55.42258771929825
chr15	74359453	74359673	55.861022727272726
chr15	74361305	74361853	55.19589416058394
chr15	74365646	74366276	55.7118253968254
chr15	74367247	74367810	55.170781527531084
chr15	76227643	76228319	56.726257396449704
chr15	76292361	76292692	55.30793051359517
chr15	76309862	76310134	56.236856617647064
chr15	76311280	76311542	54.71125954198474
chr15	80152420	80152615	54.6775641025641
chr15	80155881	80158240	47.540875370919885
chr15	80162176	80163777	53.6472204871955
chr15	80167033	80167312	54.26487455197133
chr15	80186060	80187016	55.85930962343097
chr15	82130160	82130631	55.174946921443734
chr15	82151395	82152493	55.59326047358834
chr15	82163783	82164054	56.153597785977865
chr15	82220008	82220299	52.16116838487973
chr15	82225095	82225334	47.22039748953975
chr15	82240348	82240625	55.66787003610108
chr15	82241200	82241473	51.41071428571429
chr15	82252621	82252845	55.79263392857143
chr16	28987496	28989659	43.85584835876098
chr16	30182757	30183203	52.33374439461884
chr16	30183352	30184031	51.268814432989686
chr16	30184148	30184413	52.90301886792453
chr16	30184678	30185034	52.44641853932584
chr16	30185139	30187293	51.7450208913649
chr16	30187312	30189145	37.228696126568465
chr16	31107737	31108215	51.492625523012556
chr16	31108224	31108836	52.1187091503268
chr16	31108864	31109649	51.73624203821656
chr16	31110331	31111289	52.17283402922756
chr16	31111799	31112861	51.51537193973635
chr16	67646116	67646587	51.226008492568994
chr16	67646644	67646854	51.617261904761904
chr16	67647776	67652409	50.924708612130374
chr16	67652895	67653324	51.48974358974359
chr16	67654079	67654319	52.27166666666667
chr16	67655961	67656715	52.53378647214854
chr16	67656731	67657386	52.02801526717557
chr16	71565590	71568879	46.974688355123135
chr16	71575008	71576497	51.99333445265279
chr16	71576939	71577200	53.05785440613026
chr17	7217055	7217243	54.94800531914893
chr17	7217646	7217888	53.88842975206611
chr17	7219736	7220746	54.9350495049505
chr17	7222570	7223307	54.41319538670285
chr17	7223352	7225306	48.223464687819856
chr17	28394686	28399783	50.518898371591135
chr17	28404170	28404838	53.79423652694611
chr17	28506173	28506513	54.76389705882353
chr17	28529024	28529294	52.36259259259259
chr17	28534261	28534608	54.53249279538905
chr17	28547929	28548243	53.55230891719746
chr17	28548522	28551872	50.44925373134328
chr17	42202033	42202517	54.41993801652893
chr17	42202687	42203023	55.170610119047616
chr17	42207488	42207798	53.89645161290323
chr17	42210101	42210662	54.36105169340463
chr17	42217090	42218400	54.390038167938926
chr17	42218653	42218948	35.65491525423729
chr17	42223312	42223626	55.69737261146497
chr17	42224709	42224938	53.14606986899563
chr17	44004476	44005159	54.16826500732064
chr17	44005954	44006307	55.42570821529745
chr17	44007497	44007843	55.16806358381503
chr17	63930004	63930584	54.42866379310345
chr17	75758140	75758588	54.07176339285714
chr17	80101634	80102803	54.154875962361
chr17	80105679	80105964	53.87824561403509
chr17	80107730	80107966	55.12277542372881
chr17	80108220	80108898	54.650368731563425
chr17	80116756	80117179	55.041784869976354
chr17	80117530	80117819	53.52145328719723
chr17	80118123	80118427	54.77878289473684
chr17	80118583	80118875	55.009246575342466
chr17	80119202	80119949	55.14762382864792
chr18	13881974	13885716	50.46892036344201
chr18	23506114	23506712	56.040008361204016
chr18	23522245	23522976	55.22746238030096
chr18	23528137	23529797	53.68313253012049
chr18	23533285	23534629	56.037518601190484
chr18	23538472	23538995	55.16658699808795
chr18	23539285	23540071	55.157442748091604
chr18	23554688	23555055	55.40149863760219
chr18	23556173	23556734	55.220365418894836
chr18	23561290	23561597	55.2514657980456
chr18	23573382	23573644	54.98530534351145
chr18	23576411	23577017	53.883952145214515
chr18	23586217	23586968	54.946371504660455
chr19	1397741	1399096	55.05287822878229
chr19	1609220	1611919	48.00498332715821
chr19	7888435	7888670	55.91382978723404
chr19	7898591	7902091	49.8087
chr19	12890956	12892044	55.07357536764706
chr19	12892046	12892504	54.50551310043668
chr19	12898056	12898453	54.584256926952136
chr19	17824710	17826980	47.06448237885463
chr19	17834501	17834791	54.41991379310345
chr19	17839354	17839733	54.53192612137203
chr19	17841570	17841832	54.92118320610687
chr19	17842246	17843242	54.88599397590362
chr19	17847876	17848141	54.97405660377359
chr19	41397390	41398005	54.23451219512195
chr19	41410567	41411079	54.58662109375
chr19	41418655	41418887	54.610668103448276
chr19	41418953	41419366	55.10411622276028
chr19	41422094	41422440	54.476806358381495
chr19	41422559	41422840	54.30017793594307
chr19	41422853	41423239	54.52091968911917
chr19	41424368	41425075	53.87316124469589
chr19	41877050	41877453	55.26495037220843
chr19	41878920	41879723	54.46021170610212
chr19	41880600	41881442	55.370011876484554
chr19	51345099	51345451	55.37009943181819
chr19	51345618	51348600	49.37454728370221
chr19	51350117	51350461	55.21751453488372
chr19	51354080	51357176	48.08570736434108
chr2	26190585	26191698	55.031648697214735
chr2	26192240	26192494	53.44645669291339
chr2	26193507	26193842	55.538358208955216
chr2	26197621	26197847	54.60176991150443
chr2	26199173	26199436	54.511596958174906
chr2	26209710	26209959	55.36154618473896
chr2	26210475	26210884	56.01118581907091
chr2	26211867	26212696	54.767008443908324
chr2	26214373	26214646	55.02225274725274
chr2	26236785	26237058	54.32893772893773
chr2	26244455	26244796	54.11972140762464
chr2	26244909	26245511	54.96042358803986
chr2	26254360	26255026	54.390503003003005
chr2	26260468	26261663	55.41801255230125
chr2	26277003	26277230	55.56872246696035
chr2	26279065	26279385	55.056171875
chr2	26289848	26290538	55.659202898550724
chr2	46916087	46916647	54.96366071428571
chr2	46950293	46950596	54.61254125412542
chr2	46994161	46994584	55.04615839243498
chr2	47046245	47046501	53.759375
chr2	47047196	47047407	55.74502369668246
chr2	86801441	86801727	54.193968531468535
chr2	97713490	97713744	54.87913385826772
chr2	97713846	97714064	54.30493119266055
chr2	97723946	97724754	55.520142326732675
chr2	97724785	97724963	53.65238764044943
chr2	97725022	97725322	55.80425
chr2	97732632	97733091	54.299237472766876
chr2	97733227	97735526	49.249934754240975
chr2	97737403	97738647	54.840293408360125
chr2	97739305	97739932	55.826874003189786
chr2	149579361	149579718	54.878081232493
chr2	210612047	210612363	55.35648734177215
chr2	210616353	210616611	52.92325581395348
chr2	210656455	210656702	55.32864372469636
chr2	210657290	210657725	55.49201149425287
chr2	210660415	210660725	53.082983870967745
chr2	210663053	210663267	54.75665887850467
chr2	210671545	210675031	49.97307085484796
chr2	210676937	210677206	57.13094795539033
chr2	210677817	210679177	54.96457720588236
chr2	216432648	216432938	55.01422413793104
chr2	216435268	216435566	55.14555369127517
chr2	216482668	216483123	55.08598901098901
chr2	219075247	219076525	54.75982003129891
chr2	219077176	219077434	54.042151162790695
chr2	219078004	219078276	54.47941176470588
chr2	219158116	219158432	54.921044303797466
chr2	219158750	219159401	54.3744623655914
chr20	760010	761894	49.11823248407644
chr20	765138	766404	54.36637045813586
chr20	768227	768703	56.13965336134454
chr20	775885	776085	55.79075
chr20	21708200	21708770	55.73956140350877
chr20	21714401	21718556	51.02473525872443
chr20	32779782	32780215	55.846593533487294
chr20	32784688	32784929	54.867012448132776
chr20	32788784	32789082	55.06828859060403
chr20	32791531	32791778	54.286842105263155
chr20	32793466	32793665	56.00113065326633
chr20	32795339	32795764	56.336411764705886
chr20	32798390	32798713	55.4594427244582
chr20	32801208	32801496	56.166666666666664
chr20	32802315	32802540	56.516888888888886
chr20	32805268	32805477	55.2372009569378
chr20	32807692	32809426	52.30532006920415
chr20	34280198	34281235	56.01376567020251
chr20	34290262	34290708	56.18789237668161
chr20	34291349	34291601	55.80982142857143
chr20	34293396	34294226	54.65189759036144
chr20	34311402	34311872	56.61356382978723
chr20	44619452	44619917	55.00075268817204
chr20	44620229	44621217	55.49078947368421
chr20	44622759	44623148	54.66754498714653
chr20	44636001	44636358	55.153921568627446
chr21	36750818	36754487	50.44672254020169
chr21	36966374	36966709	55.80917910447761
chr21	43060371	43060616	0.0
chr21	43062883	43063318	0.0
chr21	43063830	43064297	0.23511777301927195
chr21	43073196	43073578	0.0
chr21	43075037	43075839	1.4700436408977555
chr22	19756633	19756815	56.03873626373627
chr22	19759488	19759747	54.172104247104244
chr22	19764888	19765183	55.37567796610169
chr22	19765832	19767404	53.32937340966921
chr22	37232334	37232988	54.78363914373089
chr22	50625866	50626348	54.76307053941908
chr22	50626521	50627476	54.85259162303665
chr22	50627486	50628243	55.14151254953765
chr3	15601271	15602380	55.41532912533815
chr3	15606371	15606981	55.02918032786886
chr3	15631357	15631565	54.491706730769224
chr3	15635354	15635758	55.45191831683169
chr3	15644246	15647710	50.39071160508083
chr3	48859022	48859271	56.159036144578316
chr3	48859485	48859697	56.37181603773585
chr3	48862472	48862729	56.398346303501945
chr3	48879288	48879518	56.576956521739135
chr3	48891910	48892142	57.28125
chr3	48898620	48899063	56.43487584650113
chr3	128481749	128482148	56.141917293233085
chr3	128483790	128484075	55.30412280701754
chr3	128485657	128486438	55.64359795134443
chr3	128491934	128492292	56.194064245810054
chr3	128492829	128493255	55.585915492957746
chr3	136250236	136250628	55.64349489795918
chr3	136255237	136255603	53.82076502732241
chr3	136256485	136256693	55.35120192307693
chr3	136283767	136284017	54.833000000000006
chr3	136326256	136326455	55.90276381909548
chr3	136326733	136327325	55.30967060810811
chr3	136329835	136330240	55.614938271604935
chr3	136333332	136337966	51.61978851963746
chr3	183015148	183015636	55.04579918032787
chr3	183022347	183022787	55.84920454545454
chr3	183033921	183034147	55.79314159292036
chr3	183038956	183039205	55.14929718875502
chr3	183052089	183052310	55.50113122171946
chr4	999640	1000134	55.205010121457484
chr4	1000812	1001249	54.96636155606408
chr4	1001398	1002555	54.758426966292134
chr4	17460191	17460905	54.56418067226891
chr4	17486328	17487306	54.993456032719834
chr4	17501649	17501929	55.105535714285715
chr4	17509201	17509433	55.45290948275861
chr4	145600326	145600923	55.07805695142379
chr4	145655077	145660105	51.465199880668266
chr4	158679220	158680171	54.68217665615142
chr4	158680397	158680677	54.98383928571428
chr4	158681501	158681684	54.65587431693989
chr4	158681872	158682494	55.118448553054655
chr4	158698917	158699200	54.07411660777385
chr4	158706119	158706441	54.704425465838504
chr4	174490107	174492164	45.96411035488576
chr4	174493081	174493531	55.79177777777778
chr4	174506673	174508253	53.55606012658228
chr5	35856225	35856757	55.89243421052631
chr5	36192522	36195352	48.3960777385159
chr5	68215650	68216019	53.422154471544715
chr5	68217396	68217868	55.112658898305085
chr5	68226220	68227079	54.25139697322468
chr5	68273320	68273751	54.337470997679816
chr5	68273869	68274083	55.14591121495327
chr5	68280237	68280799	54.911877224199294
chr5	68290730	68292431	54.23187830687831
chr5	68293233	68293553	54.170156250000005
chr5	68294466	68294748	54.60026595744681
chr5	68295350	68295813	54.47953563714903
chr5	68297342	68301891	50.66843811826775
chr5	70049542	70049836	0.0
chr5	70063341	70063556	0.0
chr5	70065895	70066154	0.0
chr5	70066864	70067204	0.0
chr5	70067209	70067516	0.0
chr5	70068956	70069400	0.09194819819819819
chr5	70070571	70070919	0.0
chr5	70071101	70071460	15.6775069637883
chr5	70076451	70077666	21.605061728395064
chr5	70077692	70078592	11.378833333333333
chr5	70924960	70925254	0.0
chr5	70938769	70938980	0.0
chr5	70946637	70946885	9.819153225806451
chr5	70953112	70954012	11.396277777777778
chr5	71587218	71587624	54.73639162561576
chr5	71592801	71593062	53.60823754789273
chr5	71596200	71596434	55.51196581196581
chr5	71599589	71599830	54.88599585062241
chr5	71602436	71603135	55.51741773962804
chr5	71604286	71604538	54.84126984126984
chr5	71635081	71636781	51.61341176470588
chr5	71640933	71641438	54.79445544554456
chr5	71656673	71658774	46.22223940980486
chr5	126549434	126550363	54.28990850376749
chr5	126554217	126555502	54.92970817120622
chr5	126555861	126556085	53.11595982142857
chr5	126567740	126571207	49.58858523218921
chr5	126581119	126582219	55.39754545454546
chr5	126582709	126583044	55.82283582089552
chr5	132369682	132370435	55.333632138114204
chr5	132376016	132378305	46.803811708169505
chr5	132378308	132384371	51.4597187860795
chr5	132388890	132390974	45.74319817658349
chr5	132394115	132395684	52.93656787762907
chr5	169669218	169669398	53.94777777777777
chr5	169670472	169670667	53.46628205128205
chr5	169671008	169671244	55.58739406779661
chr5	169703879	169704145	54.983364661654136
chr5	169708099	169708337	55.817962184873956
chr5	169711865	169712077	54.64044811320755
chr5	169802988	169803276	56.276041666666664
chr5	169841331	169841605	54.03156934306569
chr5	170041943	170042202	55.12837837837837
chr5	170050186	170050467	54.666103202846976
chr6	32005566	32006582	41.5454970472441
chr6	32006740	32007169	40.720454545454544
chr6	32007199	32007540	48.603665689149565
chr6	32007863	32008521	25.455243161094224
chr6	32038195	32040275	39.151081730769235
chr6	32040336	32041740	30.966915954415953
chr6	49441770	49442041	54.44105166051661
chr6	49444569	49444824	52.2471568627451
chr6	49451396	49451784	53.73079896907217
chr6	49459012	49459575	54.55133214920071
chr6	69708780	69709301	54.31674664107486
chr6	69793667	69796678	48.3846313517104
chr6	69798045	69798359	54.769585987261145
chr6	69824419	69824622	54.20837438423646
chr6	80127199	80127448	53.757931726907636
chr6	80167608	80167881	53.66291208791209
chr6	80168805	80169100	53.467796610169486
chr6	80169741	80169943	53.84616336633663
chr6	80200864	80201101	54.26867088607595
chr6	83164803	83169393	53.198458605664484
chr6	83170231	83170548	54.07736593059936
chr6	83179740	83180037	53.251178451178454
chr6	83181666	83182001	54.21940298507462
chr6	83182775	83183048	54.65879120879121
chr6	109462524	109466644	49.60778519417475
chr6	109481005	109482124	53.864767649687224
chr6	131581149	131581448	54.071488294314385
chr7	44379051	44386191	52.3609243697479
chr7	44402572	44402993	55.16217339667459
chr7	44489753	44490335	54.76164089347079
