chr	start	end	depth
chr1	119755357	119755667	62.46233870967742
chr1	119757203	119757508	61.32122950819672
chr1	167430570	167431816	56.27180979133226
chr1	167433950	167435504	50.71229086229086
chr1	167439274	167439710	60.159862385321105
chr1	167439803	167440837	58.692625725338495
chr1	167518338	167518680	62.23135964912281
chr1	198693948	198695241	56.37681747873163
chr1	198706664	198707022	63.75425977653631
chr1	198729067	198729241	61.18505747126437
chr1	198731547	198731796	62.58393574297189
chr1	198752179	198752842	61.26772247360483
chr1	236810433	236810665	62.173168103448276
chr1	236812668	236812914	62.40315040650406
chr1	236824049	236824289	61.730624999999996
chr1	236829119	236829338	62.945433789954336
chr1	236831896	236832148	63.03710317460317
chr1	236859763	236859992	60.747598253275115
chr1	236861055	236861347	61.0644691780822
chr1	236863384	236863624	61.07510416666666
chr1	236874656	236874916	60.87326923076923
chr1	236897488	236904051	55.5030169129971
chr10	14907809	14909400	56.10438403519798
chr10	14911120	14911392	69.14090073529412
chr10	14936468	14936663	69.5271794871795
chr10	14945365	14945635	68.9674074074074
chr10	14953832	14954502	69.1961567164179
chr10	70882210	70882555	71.32985507246377
chr10	70887783	70888324	67.80406654343808
chr10	70888461	70888854	69.07614503816794
chr10	71818961	71819341	68.41388157894737
chr10	71819644	71819970	68.7786809815951
chr10	71823818	71823966	69.21993243243244
chr10	71825767	71825963	68.90510204081633
chr10	71834302	71834575	70.36730769230769
chr10	71851112	71851445	68.26366366366366
chr10	74176419	74176956	70.5832867783985
chr10	74200694	74200908	70.15934579439252
chr10	74314597	74314815	68.90286697247707
chr10	74394071	74394383	71.46794871794872
chr10	74670113	74670339	69.73904867256637
chr10	96196838	96197133	68.3556779661017
chr10	96199896	96200228	68.70609939759036
chr10	96204462	96204924	69.2055735930736
chr10	96215251	96215459	67.86911057692308
chr10	96223756	96224059	68.45618811881188
chr10	96230724	96230904	69.48958333333334
chr10	102833405	102835084	53.64617331745086
chr10	102836995	102837603	70.04794407894737
chr10	123008909	123009141	69.20926724137931
chr10	123037677	123037917	66.96322916666666
chr11	3867978	3868344	63.08244535519126
chr11	3903393	3903679	62.77526223776224
chr11	3999532	3999757	62.75722222222222
chr11	4023803	4024057	62.57549212598425
chr11	4059211	4059473	62.6875
chr11	4069956	4070273	63.59723974763407
chr11	4074432	4074749	61.169164037854884
chr11	4083193	4083724	63.23399246704331
chr11	5226193	5226893	63.48042857142857
chr11	36510639	36511108	62.017697228144996
chr11	36520062	36520299	62.274261603375535
chr11	36535889	36536104	62.489999999999995
chr11	36563315	36563568	63.225
chr11	36566377	36566621	62.90245901639345
chr11	36567286	36567499	62.97922535211268
chr11	36567955	36568192	65.21339662447257
chr11	36573221	36579826	56.93846328538986
chr11	36575504	36576041	63.78156424581006
chr11	36591873	36594265	45.319669732441476
chr11	68754819	68757800	49.29961422341496
chr11	68762557	68762831	64.87764598540146
chr11	68793245	68793472	64.70330396475771
chr11	68794734	68794981	63.40455465587045
chr11	68796786	68797003	63.038133640553
chr11	68815264	68815573	61.836084142394824
chr11	68844075	68844480	63.462098765432096
chr11	108127816	108128049	62.81641630901288
chr11	108131837	108132024	64.10481283422459
chr11	108133750	108134007	63.5828793774319
chr11	108134151	108134518	62.302656675749326
chr11	108135072	108135312	62.75864583333333
chr11	108136000	108137009	61.00636769078295
chr11	108141535	108141770	63.441914893617025
chr11	108142367	108144291	48.29142411642412
chr11	108146051	108146429	62.06150793650794
chr11	108147200	108147846	62.51087461300309
chr11	108223033	108227958	54.11090355329949
chr11	108229108	108230982	58.45871131270011
chr11	108231418	108231664	61.84451219512196
chr11	108235600	108236604	60.970517928286846
chr11	108244718	108245096	63.03346560846561
chr11	108246894	108247197	62.53292079207921
chr11	108248863	108249172	62.89789644012946
chr11	108256145	108256410	62.47424528301887
chr11	108257411	108257676	62.3111320754717
chr11	108267101	108267412	63.03239549839228
chr11	108282640	108282949	62.61205501618123
chr11	108287108	108287785	62.95598227474151
chr11	108288907	108289173	63.15291353383459
chr11	108289532	108290737	58.3885062240664
chr11	108292549	108292863	63.33646496815287
chr11	108293243	108293547	61.692434210526315
chr11	108294857	108296066	62.92746071133168
chr11	108296904	108297452	63.177645985401455
chr11	108299410	108299955	63.172431192660554
chr11	108312341	108312568	63.75297356828194
chr11	108315753	108316183	62.12360465116279
chr11	108317303	108317591	61.71857638888889
chr11	108319884	108320128	63.638422131147536
chr11	108321231	108321490	62.14382239382239
chr11	108325240	108325614	63.06102941176471
chr11	108325988	108326295	63.05105863192182
chr11	108328951	108329377	61.356161971830986
chr11	108331374	108331627	62.975395256917
chr11	108331809	108332107	62.40629194630873
chr11	108334899	108335179	64.07491071428572
chr11	108335775	108336478	63.842745376955904
chr11	108365255	108369172	52.58212279805974
chr11	112228524	112229574	63.826880952380954
chr11	112230196	112230752	61.59734712230215
chr11	118304475	118304846	63.179312668463616
chr11	118339705	118339976	61.85276752767528
chr11	118348957	118350268	56.76889778794813
chr11	118353049	118355231	43.82791017415215
chr12	102836815	102839288	49.70674282248281
chr12	102840330	102840585	65.0956862745098
chr12	102885975	102886312	66.83419881305637
chr12	109553667	109557206	54.83525007064143
chr12	109560970	109561587	67.47086709886548
chr12	109561614	109561922	67.63571428571429
chr12	109569902	109570164	67.55706106870228
chr12	109573277	109573944	67.50146176911544
chr12	120725665	120726001	65.8970982142857
chr12	120736916	120737875	66.3106882168926
chr12	120738750	120738985	67.22436170212765
chr12	120739070	120740078	63.89136904761905
chr12	121839862	121840118	68.28896484375
chr12	121843640	121843902	67.21202290076336
chr12	121846792	121847003	66.52890995260664
chr12	121849617	121850008	66.3111253196931
chr12	121856513	121856695	68.3245879120879
chr12	121858855	121859261	65.43103448275862
chr12	121863462	121863666	68.14325980392157
chr13	100149131	100149775	64.43513198757765
chr13	100157217	100157410	65.425
chr13	100160603	100161695	62.206936813186815
chr13	100235772	100235948	67.290625
chr13	100236411	100237567	61.62002595155709
chr13	100307122	100307330	66.91923076923078
chr13	100489898	100491887	44.323215183509305
chr13	100530028	100530507	65.71289144050104
chr13	108207369	108211366	55.27508131098324
chr14	20472238	20473270	62.59127906976744
chr14	20473314	20475322	47.396775398406376
chr14	20476314	20477164	62.57452941176471
chr14	74476122	74476662	63.59046296296297
chr14	74484341	74484657	62.328718354430386
chr14	74493123	74493678	62.954684684684686
chr14	99169217	99176265	56.14772275822928
chr14	99231275	99231627	63.45433238636364
chr14	99271091	99271594	64.25760437375746
chr15	40407566	40407882	65.54026898734176
chr15	40414336	40415052	66.40080307262569
chr15	40415076	40415552	66.01759453781513
chr15	40416008	40416432	66.2594929245283
chr15	40418060	40421369	53.01157449380478
chr15	40424065	40424543	67.3842050209205
chr15	40435347	40436017	65.65492537313432
chr15	45361054	45362291	60.77239288601455
chr15	45363561	45364086	63.87419047619047
chr15	45364254	45364930	67.48542899408284
chr15	45365976	45366280	65.63659539473684
chr15	45366301	45366578	66.41931407942238
chr15	45368000	45368330	65.12356060606061
chr15	45369256	45369777	66.08992322456814
chr15	45373166	45373401	65.09563829787234
chr15	45376531	45378863	46.91997212692967
chr15	45396852	45397416	65.5373670212766
chr15	45399476	45399665	65.7771164021164
chr15	74344974	74345360	66.03814766839379
chr15	74347830	74348314	65.00831611570248
chr15	74350096	74350324	66.01655701754386
chr15	74359453	74359673	64.35920454545455
chr15	74361305	74361853	65.78809306569343
chr15	74365646	74366276	64.94460317460317
chr15	74367247	74367810	66.50341918294849
chr15	76227643	76228319	65.70824704142012
chr15	76292361	76292692	66.58496978851964
chr15	76309862	76310134	66.0295955882353
chr15	76311280	76311542	63.77290076335878
chr15	80152420	80152615	64.49064102564103
chr15	80155881	80158240	48.144160661297164
chr15	80162176	80163777	52.74779825109307
chr15	80167033	80167312	66.71290322580646
chr15	80186060	80187016	63.500889121338915
chr15	82130160	82130631	64.48359872611465
chr15	82151395	82152493	62.75011384335155
chr15	82163783	82164054	64.68357933579335
chr15	82220008	82220299	64.54862542955325
chr15	82225095	82225334	66.83661087866109
chr15	82240348	82240625	67.72671480144405
chr15	82241200	82241473	65.18663003663004
chr15	82252621	82252845	66.98448660714286
chr16	28987496	28989659	39.18148404993065
chr16	30182757	30183203	55.74871076233184
chr16	30183352	30184031	54.84237849779087
chr16	30184148	30184413	56.24283018867925
chr16	30184678	30185034	57.09304775280899
chr16	30185139	30187293	56.2341573816156
chr16	30187312	30189145	43.317253136933985
chr16	31107737	31108215	55.84628661087866
chr16	31108224	31108836	56.19636437908497
chr16	31108864	31109649	55.993471337579614
chr16	31110331	31111289	55.66390918580375
chr16	31111799	31112861	53.3011770244821
chr16	67646116	67646587	56.95185774946922
chr16	67646644	67646854	56.96833333333333
chr16	67647776	67652409	54.60781351176344
chr16	67652895	67653324	55.669289044289044
chr16	67654079	67654319	55.625625
chr16	67655961	67656715	56.66190318302388
chr16	67656731	67657386	55.840801526717556
chr16	71565590	71568879	45.433178777744
chr16	71575008	71576497	56.205557421087974
chr16	71576939	71577200	57.75201149425287
chr17	7217055	7217243	62.61622340425532
chr17	7217646	7217888	64.19039256198347
chr17	7219736	7220746	60.035198019801975
chr17	7222570	7223307	61.50488466757123
chr17	7223352	7225306	48.05751023541453
chr17	28394686	28399783	54.347856582303315
chr17	28404170	28404838	62.62859281437126
chr17	28506173	28506513	61.79845588235294
chr17	28529024	28529294	63.30981481481482
chr17	28534261	28534608	63.775648414985596
chr17	28547929	28548243	63.4593949044586
chr17	28548522	28551872	53.859388059701494
chr17	42202033	42202517	61.815547520661156
chr17	42202687	42203023	62.74308035714286
chr17	42207488	42207798	63.40604838709677
chr17	42210101	42210662	62.68912655971479
chr17	42217090	42218400	62.516812977099235
chr17	42218653	42218948	58.124406779661015
chr17	42223312	42223626	64.38057324840764
chr17	42224709	42224938	61.94410480349345
chr17	44004476	44005159	63.6685944363104
chr17	44005954	44006307	63.427478753541074
chr17	44007497	44007843	61.550794797687864
chr17	63930004	63930584	61.372801724137936
chr17	75758140	75758588	61.09620535714286
chr17	80101634	80102803	58.66424294268605
chr17	80105679	80105964	59.76491228070175
chr17	80107730	80107966	62.84608050847457
chr17	80108220	80108898	62.393030973451324
chr17	80116756	80117179	63.914184397163126
chr17	80117530	80117819	62.54679930795847
chr17	80118123	80118427	61.607894736842105
chr17	80118583	80118875	61.46284246575342
chr17	80119202	80119949	62.464725568942434
chr18	13881974	13885716	54.68442677712453
chr18	23506114	23506712	66.57780100334449
chr18	23522245	23522976	65.21597127222982
chr18	23528137	23529797	51.95575301204819
chr18	23533285	23534629	59.483072916666664
chr18	23538472	23538995	66.2887189292543
chr18	23539285	23540071	65.91081424936387
chr18	23554688	23555055	67.0175068119891
chr18	23556173	23556734	63.92210338680927
chr18	23561290	23561597	67.189332247557
chr18	23573382	23573644	68.77061068702291
chr18	23576411	23577017	65.88399339933993
chr18	23586217	23586968	65.71041944074567
chr19	1397741	1399096	56.7829151291513
chr19	1609220	1611919	48.34529455353835
chr19	7888435	7888670	63.34723404255319
chr19	7898591	7902091	51.854664285714286
chr19	12890956	12892044	64.75859375
chr19	12892046	12892504	64.32390829694323
chr19	12898056	12898453	64.63060453400503
chr19	17824710	17826980	45.465638766519824
chr19	17834501	17834791	64.40853448275863
chr19	17839354	17839733	65.22552770448549
chr19	17841570	17841832	63.61479007633587
chr19	17842246	17843242	61.240411646586345
chr19	17847876	17848141	64.74773584905661
chr19	41397390	41398005	62.84313008130081
chr19	41410567	41411079	64.201708984375
chr19	41418655	41418887	63.75204741379311
chr19	41418953	41419366	63.525
chr19	41422094	41422440	64.19031791907514
chr19	41422559	41422840	64.04137010676156
chr19	41422853	41423239	64.52027202072539
chr19	41424368	41425075	63.75569306930693
chr19	41877050	41877453	62.00806451612904
chr19	41878920	41879723	64.84576587795766
chr19	41880600	41881442	64.10641330166271
chr19	51345099	51345451	64.67571022727273
chr19	51345618	51348600	53.91707746478873
chr19	51350117	51350461	63.36795058139535
chr19	51354080	51357176	50.427882751937986
chr2	26190585	26191698	64.33906109613658
chr2	26192240	26192494	63.74576771653543
chr2	26193507	26193842	64.36679104477612
chr2	26197621	26197847	65.21603982300886
chr2	26199173	26199436	62.64933460076046
chr2	26209710	26209959	64.55983935742972
chr2	26210475	26210884	63.534352078239614
chr2	26211867	26212696	63.797889022919186
chr2	26214373	26214646	64.74038461538461
chr2	26236785	26237058	65.10302197802199
chr2	26244455	26244796	65.45263929618768
chr2	26244909	26245511	64.98102159468439
chr2	26254360	26255026	64.32353603603603
chr2	26260468	26261663	59.25119246861925
chr2	26277003	26277230	63.67522026431718
chr2	26279065	26279385	63.207421875
chr2	26289848	26290538	63.09438405797101
chr2	46916087	46916647	64.79308035714286
chr2	46950293	46950596	63.55792079207921
chr2	46994161	46994584	64.68569739952719
chr2	47046245	47046501	63.8744140625
chr2	47047196	47047407	62.72488151658767
chr2	86801441	86801727	63.79624125874126
chr2	97713490	97713744	65.5753937007874
chr2	97713846	97714064	63.59311926605504
chr2	97723946	97724754	64.76720297029703
chr2	97724785	97724963	64.01657303370787
chr2	97725022	97725322	64.7025
chr2	97732632	97733091	64.56928104575164
chr2	97733227	97735526	50.652805567638104
chr2	97737403	97738647	63.42620578778135
chr2	97739305	97739932	63.91562998405103
chr2	149579361	149579718	62.9093137254902
chr2	210612047	210612363	63.94011075949366
chr2	210616353	210616611	64.71647286821705
chr2	210656455	210656702	65.22105263157894
chr2	210657290	210657725	62.85103448275862
chr2	210660415	210660725	64.14645161290323
chr2	210663053	210663267	63.78411214953271
chr2	210671545	210675031	52.422353700516354
chr2	210676937	210677206	63.487825278810405
chr2	210677817	210679177	57.035330882352945
chr2	216432648	216432938	63.85646551724138
chr2	216435268	216435566	66.1256711409396
chr2	216482668	216483123	65.53719780219781
chr2	219075247	219076525	64.57591940532082
chr2	219077176	219077434	63.82848837209302
chr2	219078004	219078276	63.72564338235294
chr2	219158116	219158432	64.5740506329114
chr2	219158750	219159401	63.238824884792635
chr20	760010	761894	46.1984474522293
chr20	765138	766404	60.655331753554506
chr20	768227	768703	64.3375525210084
chr20	775885	776085	67.04675
chr20	21708200	21708770	65.51293859649124
chr20	21714401	21718556	55.501756919374245
chr20	32779782	32780215	66.13071593533488
chr20	32784688	32784929	66.71078838174273
chr20	32788784	32789082	65.80872483221476
chr20	32791531	32791778	64.7078947368421
chr20	32793466	32793665	65.69849246231156
chr20	32795339	32795764	67.00811764705882
chr20	32798390	32798713	64.81818885448916
chr20	32801208	32801496	65.33541666666666
chr20	32802315	32802540	63.94866666666667
chr20	32805268	32805477	64.96997607655501
chr20	32807692	32809426	49.878316032295274
chr20	34280198	34281235	60.939247830279655
chr20	34290262	34290708	64.13206278026907
chr20	34291349	34291601	64.4076388888889
chr20	34293396	34294226	65.58710843373494
chr20	34311402	34311872	64.18563829787234
chr20	44619452	44619917	67.50118279569892
chr20	44620229	44621217	62.95103744939271
chr20	44622759	44623148	65.6875321336761
chr20	44636001	44636358	63.22640056022409
chr21	36750818	36754487	53.51789315889888
chr21	36966374	36966709	65.52977611940298
chr21	43060371	43060616	0.00020408163265306123
chr21	43062883	43063318	0.04517241379310345
chr21	43063830	43064297	6.896627408993576
chr21	43073196	43073578	0.0
chr21	43075037	43075839	5.36181421446384
chr22	19756633	19756815	62.56222527472528
chr22	19759488	19759747	63.40444015444016
chr22	19764888	19765183	63.5642372881356
chr22	19765832	19767404	52.66388358778626
chr22	37232334	37232988	64.23440366972477
chr22	50625866	50626348	63.221006224066386
chr22	50626521	50627476	63.137172774869114
chr22	50627486	50628243	62.86545574636724
chr3	15601271	15602380	62.40378719567177
chr3	15606371	15606981	66.16221311475411
chr3	15631357	15631565	66.70504807692308
chr3	15635354	15635758	66.5456683168317
chr3	15644246	15647710	53.80968533487298
chr3	48859022	48859271	66.9820281124498
chr3	48859485	48859697	66.74103773584906
chr3	48862472	48862729	65.5274319066148
chr3	48879288	48879518	65.4236956521739
chr3	48891910	48892142	66.81918103448275
chr3	48898620	48899063	66.2247742663657
chr3	128481749	128482148	65.48546365914787
chr3	128483790	128484075	66.07526315789474
chr3	128485657	128486438	64.68543533930858
chr3	128491934	128492292	66.27646648044693
chr3	128492829	128493255	66.41115023474178
chr3	136250236	136250628	65.98176020408164
chr3	136255237	136255603	65.46666666666667
chr3	136256485	136256693	65.64507211538462
chr3	136283767	136284017	64.9386
chr3	136326256	136326455	68.45238693467337
chr3	136326733	136327325	66.5284206081081
chr3	136329835	136330240	65.81030864197531
chr3	136333332	136337966	56.51349805783341
chr3	183015148	183015636	67.42305327868851
chr3	183022347	183022787	66.17545454545454
chr3	183033921	183034147	66.21758849557521
chr3	183038956	183039205	64.79618473895582
chr3	183052089	183052310	67.21968325791855
chr4	999640	1000134	66.63522267206477
chr4	1000812	1001249	63.619336384439364
chr4	1001398	1002555	60.23517718236819
chr4	17460191	17460905	64.58574929971988
chr4	17486328	17487306	61.56434049079754
chr4	17501649	17501929	63.708124999999995
chr4	17509201	17509433	65.021875
chr4	145600326	145600923	64.53831658291458
chr4	145655077	145660105	55.73518794749403
chr4	158679220	158680171	63.78278128286015
chr4	158680397	158680677	65.29866071428572
chr4	158681501	158681684	63.756147540983605
chr4	158681872	158682494	63.87138263665595
chr4	158698917	158699200	65.24911660777386
chr4	158706119	158706441	63.90225155279503
chr4	174490107	174492164	44.41200777831794
chr4	174493081	174493531	64.80033333333333
chr4	174506673	174508253	51.628560126582286
chr5	35856225	35856757	64.20484022556391
chr5	36192522	36195352	49.1181890459364
chr5	68215650	68216019	62.678116531165315
chr5	68217396	68217868	63.55317796610169
chr5	68226220	68227079	63.96717112922003
chr5	68273320	68273751	62.609628770301626
chr5	68273869	68274083	63.162616822429904
chr5	68280237	68280799	62.89862099644129
chr5	68290730	68292431	61.30731922398589
chr5	68293233	68293553	62.19296875
chr5	68294466	68294748	63.71329787234042
chr5	68295350	68295813	64.47186825053996
chr5	68297342	68301891	53.99821938887668
chr5	70049542	70049836	4.468112244897959
chr5	70063341	70063556	0.0
chr5	70065895	70066154	0.0
chr5	70066864	70067204	0.0
chr5	70067209	70067516	0.0
chr5	70068956	70069400	6.775112612612612
chr5	70070571	70070919	2.2104166666666667
chr5	70071101	70071460	36.84568245125348
chr5	70076451	70077666	45.96061728395062
chr5	70077692	70078592	20.88475
chr5	70924960	70925254	4.181207482993197
chr5	70938769	70938980	0.0
chr5	70946637	70946885	32.91068548387097
chr5	70953112	70954012	20.672833333333333
chr5	71587218	71587624	63.89408866995073
chr5	71592801	71593062	62.83390804597701
chr5	71596200	71596434	63.633974358974356
chr5	71599589	71599830	61.18661825726141
chr5	71602436	71603135	63.60032188841202
chr5	71604286	71604538	62.9250992063492
chr5	71635081	71636781	48.88932352941176
chr5	71640933	71641438	64.20856435643564
chr5	71656673	71658774	43.800297477391716
chr5	126549434	126550363	63.13108180839613
chr5	126554217	126555502	62.56908560311284
chr5	126555861	126556085	61.90111607142857
chr5	126567740	126571207	51.314133256417655
chr5	126581119	126582219	63.50425
chr5	126582709	126583044	64.71440298507463
chr5	132369682	132370435	62.616899070385124
chr5	132376016	132378305	45.55999344692005
chr5	132378308	132384371	56.628884215734786
chr5	132388890	132390974	43.72220489443378
chr5	132394115	132395684	51.71002230720204
chr5	169669218	169669398	65.83041666666666
chr5	169670472	169670667	62.86115384615384
chr5	169671008	169671244	63.00084745762712
chr5	169703879	169704145	64.181015037594
chr5	169708099	169708337	62.09726890756302
chr5	169711865	169712077	64.61981132075472
chr5	169802988	169803276	62.62586805555556
chr5	169841331	169841605	62.23512773722628
chr5	170041943	170042202	62.05415057915057
chr5	170050186	170050467	61.69332740213523
chr6	32005566	32006582	62.08560531496063
chr6	32006740	32007169	61.953729603729606
chr6	32007199	32007540	63.277932551319644
chr6	32007863	32008521	50.830813069908814
chr6	32038195	32040275	56.515805288461536
chr6	32040336	32041740	47.61212606837607
chr6	49441770	49442041	62.10378228782288
chr6	49444569	49444824	62.24970588235294
chr6	49451396	49451784	61.91533505154639
chr6	49459012	49459575	62.519982238010655
chr6	69708780	69709301	61.47667946257197
chr6	69793667	69796678	48.46959481899701
chr6	69798045	69798359	62.093471337579615
chr6	69824419	69824622	61.13891625615763
chr6	80127199	80127448	61.64638554216867
chr6	80167608	80167881	61.02994505494505
chr6	80168805	80169100	62.053728813559324
chr6	80169741	80169943	63.030569306930694
chr6	80200864	80201101	59.8503164556962
chr6	83164803	83169393	59.181557734204794
chr6	83170231	83170548	61.15914826498423
chr6	83179740	83180037	61.240909090909085
chr6	83181666	83182001	61.815
chr6	83182775	83183048	61.22005494505495
chr6	109462524	109466644	52.23759708737864
chr6	109481005	109482124	58.244950848972294
chr6	131581149	131581448	61.55886287625418
chr7	44379051	44386191	58.790742296918765
chr7	44402572	44402993	62.533551068883604
chr7	44489753	44490335	64.07860824742268
chr7	50318336	50318637	65.403073089701
