region	chr	midPos	Nsites	Fst01	Fst02	Fst12	PBS0	PBS1	PBS2
(8447,8525)(9723821,9723899)(9723750,9723900)	chr1	9723825	80	0.012437	0.016839	0.022452	0.003395	0.009120	0.013588
(8526,8675)(9723900,9724049)(9723900,9724050)	chr1	9723975	151	-0.005015	0.025647	0.032785	-0.006178	0.001175	0.032160
(8676,8825)(9724050,9724199)(9724050,9724200)	chr1	9724125	151	0.025382	0.025641	0.025641	0.012855	0.012855	0.013121
(8826,8975)(9724200,9724349)(9724200,9724350)	chr1	9724275	151	0.016782	0.025641	0.025639	0.008463	0.008461	0.017512
(8976,9125)(9724350,9724499)(9724350,9724500)	chr1	9724425	151	0.024348	0.395230	0.477666	-0.060945	0.085594	0.563853
(9126,9195)(9724500,9724569)(9724500,9724650)	chr1	9724575	71	0.029358	0.019808	0.025088	0.012198	0.017600	0.007808
(9196,9339)(9724656,9724799)(9724650,9724800)	chr1	9724725	145	0.013888	0.015813	0.030151	-0.000345	0.014330	0.016284
(9340,9489)(9724800,9724949)(9724800,9724950)	chr1	9724875	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(9490,9625)(9724950,9725085)(9724950,9725100)	chr1	9725025	137	0.012688	0.013201	0.014955	0.005495	0.007274	0.007794
(9626,9764)(9726761,9726899)(9726750,9726900)	chr1	9726825	140	0.005218	0.077086	0.069156	0.006893	-0.001662	0.073326
(9765,9914)(9726900,9727049)(9726900,9727050)	chr1	9726975	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(9915,10064)(9727050,9727199)(9727050,9727200)	chr1	9727125	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(10065,10214)(9727200,9727349)(9727200,9727350)	chr1	9727275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(10215,10364)(9727350,9727499)(9727350,9727500)	chr1	9727425	151	0.001400	0.025641	-0.007924	0.017635	-0.016234	0.008341
(10365,10514)(9727500,9727649)(9727500,9727650)	chr1	9727575	151	0.025639	0.025641	0.025641	0.012987	0.012987	0.012989
(10515,10664)(9727650,9727799)(9727650,9727800)	chr1	9727725	151	0.207705	0.508908	0.110633	0.413350	-0.180529	0.297774
(10665,10814)(9727800,9727949)(9727800,9727950)	chr1	9727875	151	-0.013639	0.221668	0.234419	-0.015033	0.001486	0.265635
(10815,10964)(9727950,9728099)(9727950,9728100)	chr1	9728025	151	0.025641	0.063082	0.162050	-0.042831	0.068807	0.107991
(10965,11114)(9728100,9728249)(9728100,9728250)	chr1	9728175	151	0.025641	0.025640	0.025641	0.012987	0.012988	0.012987
(11115,11264)(9728250,9728399)(9728250,9728400)	chr1	9728325	151	0.025641	0.025641	0.025640	0.012988	0.012987	0.012987
(11265,11414)(9728400,9728549)(9728400,9728550)	chr1	9728475	151	-0.005695	0.025641	0.025638	-0.002838	-0.002841	0.028813
(11415,11564)(9728550,9728699)(9728550,9728700)	chr1	9728625	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(11565,11714)(9728700,9728849)(9728700,9728850)	chr1	9728775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(11715,11864)(9728850,9728999)(9728850,9729000)	chr1	9728925	151	0.025641	0.025641	0.025620	0.012999	0.012977	0.012977
(11865,12014)(9729000,9729149)(9729000,9729150)	chr1	9729075	151	0.025640	0.025504	0.025641	0.012917	0.013057	0.012918
(12015,12128)(9729150,9729263)(9729150,9729300)	chr1	9729225	115	0.018174	0.025840	0.014554	0.014930	0.003411	0.011250
(12129,12202)(11785576,11785649)(11785500,11785650)	chr1	11785575	75	0.012485	0.018964	0.010473	0.010591	0.001973	0.008556
(12203,12352)(11785650,11785799)(11785650,11785800)	chr1	11785725	151	0.025628	0.025639	0.024335	0.013650	0.012312	0.012323
(12353,12502)(11785800,11785949)(11785800,11785950)	chr1	11785875	151	0.158347	0.158722	0.025641	0.159623	0.012765	0.013211
(12503,12652)(11785950,11786099)(11785950,11786100)	chr1	11786025	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(12653,12802)(11786100,11786249)(11786100,11786250)	chr1	11786175	151	-0.012508	0.277381	0.295366	-0.018818	0.006387	0.343690
(12803,12952)(11786250,11786399)(11786250,11786400)	chr1	11786325	151	0.025641	0.379616	0.384465	0.009064	0.016912	0.468353
(12953,13102)(11786400,11786549)(11786400,11786550)	chr1	11786475	151	0.024645	0.025641	0.025641	0.012477	0.012477	0.013499
(13103,13252)(11786550,11786699)(11786550,11786700)	chr1	11786625	151	-0.002573	-0.009240	0.001732	-0.006751	0.004181	-0.002447
(13253,13402)(11786700,11786849)(11786700,11786850)	chr1	11786775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(13403,13552)(11786850,11786999)(11786850,11787000)	chr1	11786925	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(13553,13702)(11787000,11787149)(11787000,11787150)	chr1	11787075	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(13703,13852)(11787150,11787299)(11787150,11787300)	chr1	11787225	151	0.025641	0.025640	0.025641	0.012987	0.012988	0.012987
(13853,14002)(11787300,11787449)(11787300,11787450)	chr1	11787375	151	0.025641	0.025641	0.025641	0.012988	0.012987	0.012988
(14003,14152)(11787450,11787599)(11787450,11787600)	chr1	11787525	151	0.025641	0.025707	0.025668	0.013008	0.012968	0.013035
(14153,14302)(11787600,11787749)(11787600,11787750)	chr1	11787675	151	-0.010046	0.289071	0.231392	0.034006	-0.044002	0.307177
(14303,14452)(11787750,11787899)(11787750,11787900)	chr1	11787825	151	-0.007264	-0.013655	-0.001690	-0.009556	0.002318	-0.004007
(14453,14602)(11787900,11788049)(11787900,11788050)	chr1	11787975	151	-0.002560	0.026832	0.027722	-0.001736	-0.000821	0.028935
(14603,14752)(11788050,11788199)(11788050,11788200)	chr1	11788125	151	-0.021896	0.067249	0.065772	-0.010038	-0.011621	0.079656
(14753,14902)(11788200,11788349)(11788200,11788350)	chr1	11788275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(14903,15052)(11788350,11788499)(11788350,11788500)	chr1	11788425	151	0.025622	0.025523	0.025641	0.012917	0.013039	0.012937
(15053,15202)(11788500,11788649)(11788500,11788650)	chr1	11788575	151	0.025640	0.025641	0.025634	0.012991	0.012984	0.012985
(15203,15352)(11788650,11788799)(11788650,11788800)	chr1	11788725	151	0.025641	0.025641	0.025640	0.012988	0.012987	0.012987
(15353,15502)(11788800,11788949)(11788800,11788950)	chr1	11788875	151	-0.003672	0.345500	0.329438	0.010290	-0.013955	0.413594
(15503,15652)(11788950,11789099)(11788950,11789100)	chr1	11789025	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(15653,15802)(11789100,11789249)(11789100,11789250)	chr1	11789175	151	0.025641	0.025641	0.025641	0.012987	0.012988	0.012988
(15803,15952)(11789250,11789399)(11789250,11789400)	chr1	11789325	151	0.025552	0.434929	0.435142	0.012754	0.013130	0.558050
(15953,16102)(11789400,11789549)(11789400,11789550)	chr1	11789475	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16103,16252)(11789550,11789699)(11789550,11789700)	chr1	11789625	151	0.025482	0.025641	0.025641	0.012906	0.012906	0.013069
(16253,16402)(11789700,11789849)(11789700,11789850)	chr1	11789775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16403,16552)(11789850,11789999)(11789850,11790000)	chr1	11789925	151	0.025013	0.025641	0.025641	0.012665	0.012665	0.013310
(16553,16702)(11790000,11790149)(11790000,11790150)	chr1	11790075	151	0.025641	0.025641	0.025642	0.012987	0.012988	0.012988
(16703,16852)(11790150,11790299)(11790150,11790300)	chr1	11790225	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16853,17002)(11790300,11790449)(11790300,11790450)	chr1	11790375	151	-0.011210	0.338670	0.249574	0.057620	-0.068768	0.355882
(17003,17152)(11790450,11790599)(11790450,11790600)	chr1	11790525	151	-0.017272	0.025641	0.025641	-0.008562	-0.008562	0.034538
(17153,17302)(11790600,11790749)(11790600,11790750)	chr1	11790675	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(17303,17452)(11790750,11790899)(11790750,11790900)	chr1	11790825	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(17453,17600)(11790900,11791047)(11790900,11791050)	chr1	11790975	149	0.003146	0.007871	0.026210	-0.007753	0.010904	0.015655
(17601,17741)(11791059,11791199)(11791050,11791200)	chr1	11791125	142	0.014755	0.199849	0.137193	0.045127	-0.030263	0.177828
(17742,17891)(11791200,11791349)(11791200,11791350)	chr1	11791275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(17892,18028)(11791350,11791499)(11791350,11791500)	chr1	11791425	138	0.018307	0.008625	0.035941	-0.004732	0.023208	0.013394
(18029,18178)(11791500,11791649)(11791500,11791650)	chr1	11791575	151	0.018429	0.019831	0.017518	0.010479	0.008122	0.009551
(18179,18328)(11791650,11791799)(11791650,11791800)	chr1	11791725	151	0.025638	0.025383	0.025641	0.012854	0.013119	0.012857
(18329,18423)(11791800,11791894)(11791800,11791950)	chr1	11791875	96	0.039974	0.100627	0.117160	0.011121	0.029675	0.094936
(18424,18543)(11792130,11792249)(11792100,11792250)	chr1	11792175	121	0.011410	0.020354	0.036544	-0.002594	0.014069	0.023159
(18544,18693)(11792250,11792399)(11792250,11792400)	chr1	11792325	151	0.025625	0.025641	0.025641	0.012979	0.012979	0.012996
(18694,18822)(11792400,11792528)(11792400,11792550)	chr1	11792475	130	0.009403	0.018883	0.034469	-0.003283	0.012730	0.022347
(18823,18963)(11793759,11793899)(11793750,11793900)	chr1	11793825	142	0.021200	0.024510	0.021362	0.012325	0.009103	0.012490
(18964,19113)(11793900,11794049)(11793900,11794050)	chr1	11793975	151	0.025637	0.025641	0.025641	0.012986	0.012985	0.012990
(19114,19263)(11794050,11794199)(11794050,11794200)	chr1	11794125	151	0.027412	0.017783	0.016713	0.014442	0.013353	0.003501
(19264,19413)(11794200,11794349)(11794200,11794350)	chr1	11794275	151	0.024548	0.036310	0.006270	0.027775	-0.002921	0.009210
(19414,19563)(11794350,11794499)(11794350,11794500)	chr1	11794425	151	-0.007754	0.374676	0.398944	-0.023652	0.015929	0.493139
(19564,19713)(11794500,11794649)(11794500,11794650)	chr1	11794575	151	0.014027	0.068245	0.163305	-0.046742	0.060868	0.117427
(19714,19863)(11794650,11794799)(11794650,11794800)	chr1	11794725	151	-0.014307	0.279187	0.288615	-0.013686	-0.000520	0.341061
(19864,20013)(11794800,11794949)(11794800,11794950)	chr1	11794875	151	-0.006967	-0.008704	0.006346	-0.010987	0.004045	0.002321
(20014,20163)(11794950,11795099)(11794950,11795100)	chr1	11795025	151	0.025640	0.051162	0.051493	0.012812	0.013162	0.039704
(20164,20313)(11795100,11795249)(11795100,11795250)	chr1	11795175	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(20314,20463)(11795250,11795399)(11795250,11795400)	chr1	11795325	151	0.025454	0.025577	0.020116	0.015686	0.010098	0.010224
(20464,20561)(11795400,11795497)(11795400,11795550)	chr1	11795475	99	0.004401	0.012847	0.011044	0.003118	0.001293	0.009812
(20562,20653)(11796058,11796149)(11796000,11796150)	chr1	11796075	93	0.008358	0.023579	0.025435	0.003245	0.005148	0.020616
(20654,20803)(11796150,11796299)(11796150,11796300)	chr1	11796225	151	-0.004500	0.025632	0.025631	-0.002244	-0.002245	0.028210
(20804,20953)(11796300,11796449)(11796300,11796450)	chr1	11796375	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(20954,21103)(11796450,11796599)(11796450,11796600)	chr1	11796525	151	-0.010522	0.025641	0.025641	-0.005234	-0.005233	0.031209
(21104,21198)(11796600,11796694)(11796600,11796750)	chr1	11796675	96	0.006638	0.025507	0.025151	0.003513	0.003147	0.022325
(21199,21304)(11799644,11799749)(11799600,11799750)	chr1	11799675	107	0.018581	0.034185	0.024510	0.014362	0.004394	0.020421
(21305,21454)(11799750,11799899)(11799750,11799900)	chr1	11799825	151	0.025641	0.318955	0.332671	0.002815	0.023160	0.381312
(21455,21604)(11799900,11800049)(11799900,11800050)	chr1	11799975	151	0.025641	0.025639	0.025641	0.012987	0.012989	0.012987
(21605,21754)(11800050,11800199)(11800050,11800200)	chr1	11800125	151	-0.007248	0.307694	0.225572	0.052437	-0.059659	0.315290
(21755,21904)(11800200,11800349)(11800200,11800350)	chr1	11800275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(21905,22054)(11800350,11800499)(11800350,11800500)	chr1	11800425	151	-0.005623	0.025641	0.075323	-0.028971	0.023364	0.054946
(22055,22204)(11800500,11800649)(11800500,11800650)	chr1	11800575	151	-0.001141	0.366696	0.302227	0.047901	-0.049041	0.408903
(22205,22354)(11800650,11800799)(11800650,11800800)	chr1	11800725	151	-0.010689	0.004563	0.012552	-0.009345	-0.001287	0.013919
(22355,22504)(11800800,11800949)(11800800,11800950)	chr1	11800875	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(22505,22654)(11800950,11801099)(11800950,11801100)	chr1	11801025	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(22655,22804)(11801100,11801249)(11801100,11801250)	chr1	11801175	151	0.025642	0.025642	0.025639	0.012990	0.012986	0.012987
(22805,22954)(11801250,11801399)(11801250,11801400)	chr1	11801325	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(22955,23104)(11801400,11801549)(11801400,11801550)	chr1	11801475	151	0.010994	0.014571	0.008976	0.008358	0.002697	0.006320
(23105,23120)(11801550,11801565)(11801550,11801700)	chr1	11801625	17	0.022527	0.025118	0.023022	0.012466	0.010318	0.012973
(23121,23137)(11802733,11802749)(11802600,11802750)	chr1	11802675	18	0.017316	0.022873	0.024566	0.007867	0.009601	0.015271
(23138,23287)(11802750,11802899)(11802750,11802900)	chr1	11802825	151	-0.004963	0.026877	0.007105	0.007582	-0.012532	0.019663
(23288,23437)(11802900,11803049)(11802900,11803050)	chr1	11802975	151	0.003800	0.025641	0.055761	-0.013797	0.017604	0.039772
(23438,23587)(11803050,11803199)(11803050,11803200)	chr1	11803125	151	-0.021714	0.025641	0.025641	-0.010741	-0.010741	0.036717
(23588,23737)(11803200,11803349)(11803200,11803350)	chr1	11803275	151	0.025640	0.076779	0.072147	0.015490	0.010484	0.064397
(23738,23887)(11803350,11803499)(11803350,11803500)	chr1	11803425	151	0.025641	0.025667	0.025671	0.012985	0.012990	0.013017
(23888,24037)(11803500,11803649)(11803500,11803650)	chr1	11803575	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(24038,24187)(11803650,11803799)(11803650,11803800)	chr1	11803725	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(24188,24337)(11803800,11803949)(11803800,11803950)	chr1	11803875	151	0.002615	0.025641	0.056263	-0.014657	0.017275	0.040632
(24338,24487)(11803950,11804099)(11803950,11804100)	chr1	11804025	151	0.003112	0.020870	0.045709	-0.011289	0.014406	0.032380
(24488,24637)(11804100,11804249)(11804100,11804250)	chr1	11804175	151	0.004095	0.025641	0.066492	-0.019363	0.023467	0.045339
(24638,24787)(11804250,11804399)(11804250,11804400)	chr1	11804325	151	-0.001623	0.025641	0.025644	-0.000812	-0.000809	0.026788
(24788,24937)(11804400,11804549)(11804400,11804550)	chr1	11804475	151	0.000760	0.025639	0.058218	-0.016624	0.017384	0.042598
(24938,25068)(11804550,11804680)(11804550,11804700)	chr1	11804625	132	0.010308	0.016596	0.011999	0.007512	0.002849	0.009223
(25069,25216)(11804852,11804999)(11804850,11805000)	chr1	11804925	149	0.017989	0.017450	0.020982	0.007275	0.010877	0.010328
(25217,25366)(11805000,11805149)(11805000,11805150)	chr1	11805075	151	0.025641	0.025641	0.025640	0.012988	0.012987	0.012988
(25367,25516)(11805150,11805299)(11805150,11805300)	chr1	11805225	151	-0.002043	0.045367	0.064606	-0.011200	0.009159	0.057628
(25517,25666)(11805300,11805449)(11805300,11805450)	chr1	11805375	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(25667,25816)(11805450,11805599)(11805450,11805600)	chr1	11805525	151	-0.005286	0.025641	0.071498	-0.026740	0.021468	0.052715
(25817,25966)(11805600,11805749)(11805600,11805750)	chr1	11805675	151	-0.002378	0.027636	0.011505	0.007039	-0.009414	0.020986
(25967,26116)(11805750,11805899)(11805750,11805900)	chr1	11805825	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(26117,26266)(11805900,11806049)(11805900,11806050)	chr1	11805975	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(26267,26416)(11806050,11806199)(11806050,11806200)	chr1	11806125	151	0.025641	0.025640	0.025641	0.012987	0.012988	0.012987
(26417,26566)(11806200,11806349)(11806200,11806350)	chr1	11806275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(26567,26716)(11806350,11806499)(11806350,11806500)	chr1	11806425	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(26717,26866)(11806500,11806649)(11806500,11806650)	chr1	11806575	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(26867,27016)(11806650,11806799)(11806650,11806800)	chr1	11806725	151	0.050172	0.048757	0.025641	0.037743	0.013732	0.012243
(27017,27166)(11806800,11806949)(11806800,11806950)	chr1	11806875	151	0.025641	0.025639	0.025641	0.012987	0.012989	0.012987
(27167,27286)(11806950,11807069)(11806950,11807100)	chr1	11807025	121	0.018049	0.130714	0.147177	-0.000453	0.018667	0.140536
(27287,27385)(23795451,23795549)(23795400,23795550)	chr1	23795475	100	0.018177	0.025330	0.025402	0.009135	0.009209	0.016521
(27386,27535)(23795550,23795699)(23795550,23795700)	chr1	23795625	151	0.025546	0.025641	0.025641	0.012939	0.012939	0.013037
(27536,27685)(23795700,23795849)(23795700,23795850)	chr1	23795775	151	0.025641	0.025641	0.024702	0.013469	0.012506	0.012506
(27686,27835)(23795850,23795999)(23795850,23796000)	chr1	23795925	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(27836,27985)(23796000,23796149)(23796000,23796150)	chr1	23796075	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(27986,28135)(23796150,23796299)(23796150,23796300)	chr1	23796225	151	0.025645	0.025641	0.025639	0.012990	0.012989	0.012985
(28136,28285)(23796300,23796449)(23796300,23796450)	chr1	23796375	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(28286,28435)(23796450,23796599)(23796450,23796600)	chr1	23796525	151	-0.019608	0.021254	0.020941	-0.009550	-0.009869	0.031033
(28436,28585)(23796600,23796749)(23796600,23796750)	chr1	23796675	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(28586,28735)(23796750,23796899)(23796750,23796900)	chr1	23796825	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(28736,28885)(23796900,23797049)(23796900,23797050)	chr1	23796975	151	0.025638	0.054101	0.053991	0.013045	0.012928	0.042575
(28886,29035)(23797050,23797199)(23797050,23797200)	chr1	23797125	151	0.025214	0.025641	0.025639	0.012770	0.012768	0.013206
