region	chr	midPos	Nsites	Fst01	Fst02	Fst12	PBS0	PBS1	PBS2
(9919,10068)(9727050,9727199)(9727050,9727200)	chr1	9727125	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(10069,10218)(9727200,9727349)(9727200,9727350)	chr1	9727275	151	0.025641	0.025641	0.025608	0.013005	0.012971	0.012971
(10219,10368)(9727350,9727499)(9727350,9727500)	chr1	9727425	151	0.029675	0.006276	0.123396	-0.047640	0.077764	0.053936
(10369,10518)(9727500,9727649)(9727500,9727650)	chr1	9727575	151	0.025641	0.025637	0.025641	0.012986	0.012990	0.012986
(10519,10668)(9727650,9727799)(9727650,9727800)	chr1	9727725	151	-0.016765	0.171022	0.109660	0.027392	-0.044018	0.160170
(10669,10818)(9727800,9727949)(9727800,9727950)	chr1	9727875	151	0.254312	0.025637	0.235323	0.025559	0.267890	0.000412
(10819,10968)(9727950,9728099)(9727950,9728100)	chr1	9728025	151	0.029865	0.196006	0.067052	0.089539	-0.059218	0.128624
(10969,11118)(9728100,9728249)(9728100,9728250)	chr1	9728175	151	0.025641	0.025641	0.025641	0.012987	0.012988	0.012988
(11119,11268)(9728250,9728399)(9728250,9728400)	chr1	9728325	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(11269,11418)(9728400,9728549)(9728400,9728550)	chr1	9728475	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(11419,11568)(9728550,9728699)(9728550,9728700)	chr1	9728625	151	0.025637	0.025641	0.025641	0.012985	0.012985	0.012990
(11569,11718)(9728700,9728849)(9728700,9728850)	chr1	9728775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(11719,11868)(9728850,9728999)(9728850,9729000)	chr1	9728925	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(11869,12018)(9729000,9729149)(9729000,9729150)	chr1	9729075	151	0.025641	0.025641	-0.002449	0.027199	-0.001223	-0.001223
(12019,12132)(9729150,9729263)(9729150,9729300)	chr1	9729225	115	-0.001466	0.009334	0.006130	0.000882	-0.002347	0.008496
(12133,12207)(11785575,11785649)(11785500,11785650)	chr1	11785575	76	0.018052	0.021283	0.009074	0.015308	0.002910	0.006206
(12208,12357)(11785650,11785799)(11785650,11785800)	chr1	11785725	151	0.025506	0.025620	0.025644	0.012906	0.012931	0.013048
(12358,12507)(11785800,11785949)(11785800,11785950)	chr1	11785875	151	0.025641	0.025641	0.025641	0.012987	0.012988	0.012988
(12508,12657)(11785950,11786099)(11785950,11786100)	chr1	11786025	151	0.025634	0.025641	0.025641	0.012985	0.012984	0.012991
(12658,12807)(11786100,11786249)(11786100,11786250)	chr1	11786175	151	0.055774	0.084881	0.278420	-0.090111	0.147500	0.178812
(12808,12957)(11786250,11786399)(11786250,11786400)	chr1	11786325	151	0.384593	0.025641	0.371820	0.023259	0.462213	0.002716
(12958,13107)(11786400,11786549)(11786400,11786550)	chr1	11786475	151	0.025641	0.025639	0.025641	0.012987	0.012989	0.012987
(13108,13257)(11786550,11786699)(11786550,11786700)	chr1	11786625	151	0.209226	0.143048	-0.000621	0.194869	0.039874	-0.040495
(13258,13407)(11786700,11786849)(11786700,11786850)	chr1	11786775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(13408,13557)(11786850,11786999)(11786850,11787000)	chr1	11786925	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(13558,13707)(11787000,11787149)(11787000,11787150)	chr1	11787075	151	0.025641	0.025640	0.025641	0.012987	0.012988	0.012987
(13708,13857)(11787150,11787299)(11787150,11787300)	chr1	11787225	151	0.007062	0.025641	0.025641	0.003543	0.003543	0.022432
(13858,14007)(11787300,11787449)(11787300,11787450)	chr1	11787375	151	0.174472	0.043059	0.060488	0.086675	0.105056	-0.042661
(14008,14157)(11787450,11787599)(11787450,11787600)	chr1	11787525	151	0.025376	0.025627	0.025920	0.012701	0.013002	0.013260
(14158,14307)(11787600,11787749)(11787600,11787750)	chr1	11787675	151	0.128532	0.243325	0.218891	0.084679	0.052897	0.194143
(14308,14457)(11787750,11787899)(11787750,11787900)	chr1	11787825	151	0.212520	0.125185	0.006161	0.183240	0.055677	-0.049497
(14458,14607)(11787900,11788049)(11787900,11788050)	chr1	11787975	151	0.177199	0.103685	0.026999	0.138567	0.056474	-0.029104
(14608,14757)(11788050,11788199)(11788050,11788200)	chr1	11788125	151	0.217256	0.047672	0.056415	0.117863	0.127086	-0.069017
(14758,14907)(11788200,11788349)(11788200,11788350)	chr1	11788275	151	0.025641	0.025627	0.025641	0.012980	0.012995	0.012981
(14908,15057)(11788350,11788499)(11788350,11788500)	chr1	11788425	151	0.025641	0.018453	0.025641	0.009312	0.016663	0.009313
(15058,15207)(11788500,11788649)(11788500,11788650)	chr1	11788575	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(15208,15357)(11788650,11788799)(11788650,11788800)	chr1	11788725	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(15358,15507)(11788800,11788949)(11788800,11788950)	chr1	11788875	151	0.329699	0.119974	0.302917	0.083490	0.316538	0.044313
(15508,15657)(11788950,11789099)(11788950,11789100)	chr1	11789025	151	0.025641	0.025641	0.025557	0.013031	0.012945	0.012945
(15658,15807)(11789100,11789249)(11789100,11789250)	chr1	11789175	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(15808,15957)(11789250,11789399)(11789250,11789400)	chr1	11789325	151	0.426134	0.025640	0.398165	0.036781	0.518578	-0.010806
(15958,16107)(11789400,11789549)(11789400,11789550)	chr1	11789475	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16108,16257)(11789550,11789699)(11789550,11789700)	chr1	11789625	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16258,16407)(11789700,11789849)(11789700,11789850)	chr1	11789775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16408,16557)(11789850,11789999)(11789850,11790000)	chr1	11789925	151	0.025639	0.025641	0.025641	0.012986	0.012986	0.012989
(16558,16707)(11790000,11790149)(11790000,11790150)	chr1	11790075	151	0.025641	0.103384	0.126132	0.000138	0.025837	0.108990
(16708,16857)(11790150,11790299)(11790150,11790300)	chr1	11790225	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16858,17007)(11790300,11790449)(11790300,11790450)	chr1	11790375	151	-0.020180	0.259506	0.202580	0.027042	-0.047022	0.273396
(17008,17157)(11790450,11790599)(11790450,11790600)	chr1	11790525	151	0.025641	0.025574	0.025641	0.012953	0.013022	0.012953
(17158,17307)(11790600,11790749)(11790600,11790750)	chr1	11790675	151	-0.000975	0.025641	0.025640	-0.000487	-0.000488	0.026462
(17308,17457)(11790750,11790899)(11790750,11790900)	chr1	11790825	151	0.200148	0.044757	0.057882	0.104747	0.118582	-0.058957
(17458,17605)(11790900,11791047)(11790900,11791050)	chr1	11790975	149	0.231442	0.137436	0.038152	0.186093	0.077146	-0.038248
(17606,17746)(11791059,11791199)(11791050,11791200)	chr1	11791125	142	0.137879	0.017884	0.169583	-0.009711	0.158071	0.027756
(17747,17896)(11791200,11791349)(11791200,11791350)	chr1	11791275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(17897,18033)(11791350,11791499)(11791350,11791500)	chr1	11791425	138	0.019840	0.014718	0.025879	0.004323	0.015716	0.010504
(18034,18183)(11791500,11791649)(11791500,11791650)	chr1	11791575	151	0.021554	0.037472	0.034294	0.012543	0.009246	0.025649
(18184,18333)(11791650,11791799)(11791650,11791800)	chr1	11791725	151	0.025641	0.028594	0.028726	0.012920	0.013056	0.016091
(18334,18428)(11791800,11791894)(11791800,11791950)	chr1	11791875	96	0.140351	0.031387	0.135946	0.018501	0.132731	0.013390
(18429,18548)(11792130,11792249)(11792100,11792250)	chr1	11792175	121	0.222319	0.119558	0.025549	0.176445	0.074994	-0.049113
(18549,18698)(11792250,11792399)(11792250,11792400)	chr1	11792325	151	0.025640	0.025641	0.025602	0.013007	0.012968	0.012968
(18699,18827)(11792400,11792528)(11792400,11792550)	chr1	11792475	130	0.026936	0.021392	0.030031	0.009219	0.018086	0.012405
(18828,18968)(11793759,11793899)(11793750,11793900)	chr1	11793825	142	0.022388	0.025013	0.020166	0.013801	0.008842	0.011530
(18969,19118)(11793900,11794049)(11793900,11794050)	chr1	11793975	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(19119,19268)(11794050,11794199)(11794050,11794200)	chr1	11794125	151	0.014626	0.025669	0.021871	0.009312	0.005422	0.016692
(19269,19418)(11794200,11794349)(11794200,11794350)	chr1	11794275	151	0.017354	0.020094	0.016250	0.010710	0.006796	0.009588
(19419,19568)(11794350,11794499)(11794350,11794500)	chr1	11794425	151	0.498492	0.187619	0.398747	0.194591	0.495544	0.013195
(19569,19718)(11794500,11794649)(11794500,11794650)	chr1	11794575	151	0.428848	0.135254	0.138045	0.278434	0.281666	-0.133115
(19719,19868)(11794650,11794799)(11794650,11794800)	chr1	11794725	151	-0.014928	0.277583	0.211388	0.036427	-0.051245	0.288726
(19869,20018)(11794800,11794949)(11794800,11794950)	chr1	11794875	151	0.171914	0.094993	-0.005996	0.147214	0.041424	-0.047402
(20019,20168)(11794950,11795099)(11794950,11795100)	chr1	11795025	151	0.046668	0.025641	0.051515	0.010439	0.037353	0.015536
(20169,20318)(11795100,11795249)(11795100,11795250)	chr1	11795175	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(20319,20468)(11795250,11795399)(11795250,11795400)	chr1	11795325	151	0.025641	0.001385	0.025641	0.000693	0.025283	0.000693
(20469,20566)(11795400,11795497)(11795400,11795550)	chr1	11795475	99	0.014410	0.015440	0.016084	0.006930	0.007585	0.008630
(20567,20658)(11796058,11796149)(11796000,11796150)	chr1	11796075	93	0.029423	0.024711	0.028605	0.012932	0.016932	0.012089
(20659,20808)(11796150,11796299)(11796150,11796300)	chr1	11796225	151	0.025640	0.025640	0.025641	0.012986	0.012988	0.012988
(20809,20958)(11796300,11796449)(11796300,11796450)	chr1	11796375	151	0.025641	0.025636	0.025641	0.012985	0.012990	0.012985
(20959,21108)(11796450,11796599)(11796450,11796600)	chr1	11796525	151	0.025636	0.025641	0.025636	0.012987	0.012983	0.012988
(21109,21203)(11796600,11796694)(11796600,11796750)	chr1	11796675	96	0.024828	0.022875	0.023285	0.012361	0.012780	0.010780
(21204,21309)(11799644,11799749)(11799600,11799750)	chr1	11799675	107	0.023655	0.007310	0.023353	0.003823	0.020116	0.003513
(21310,21459)(11799750,11799899)(11799750,11799900)	chr1	11799825	151	0.292634	-0.024073	0.294626	-0.013303	0.359511	-0.010484
(21460,21609)(11799900,11800049)(11799900,11800050)	chr1	11799975	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(21610,21759)(11800050,11800199)(11800050,11800200)	chr1	11800125	151	0.096904	0.090734	0.224992	-0.028918	0.130845	0.124036
(21760,21909)(11800200,11800349)(11800200,11800350)	chr1	11800275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(21910,22059)(11800350,11800499)(11800350,11800500)	chr1	11800425	151	0.194763	0.032743	0.058659	0.094730	0.121889	-0.061439
(22060,22209)(11800500,11800649)(11800500,11800650)	chr1	11800575	151	0.054112	0.086796	0.299347	-0.104658	0.160288	0.195453
(22210,22359)(11800650,11800799)(11800650,11800800)	chr1	11800725	151	0.202222	0.085856	0.014548	0.150518	0.075407	-0.060752
(22360,22509)(11800800,11800949)(11800800,11800950)	chr1	11800875	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(22510,22659)(11800950,11801099)(11800950,11801100)	chr1	11801025	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(22660,22809)(11801100,11801249)(11801100,11801250)	chr1	11801175	151	0.025641	0.025639	0.025641	0.012987	0.012989	0.012987
(22810,22959)(11801250,11801399)(11801250,11801400)	chr1	11801325	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(22960,23109)(11801400,11801549)(11801400,11801550)	chr1	11801475	151	0.006806	0.028221	0.019435	0.007915	-0.001085	0.020712
(23110,23124)(11801550,11801564)(11801550,11801700)	chr1	11801625	16	0.024122	0.022621	0.023921	0.011544	0.012874	0.011338
(23125,23141)(11802733,11802749)(11802600,11802750)	chr1	11802675	18	0.024667	0.022434	0.024267	0.011550	0.013427	0.011140
(23142,23291)(11802750,11802899)(11802750,11802900)	chr1	11802825	151	0.025459	0.015309	0.010176	0.015494	0.010294	-0.000067
(23292,23441)(11802900,11803049)(11802900,11803050)	chr1	11802975	151	0.248728	0.094585	0.060543	0.161448	0.124540	-0.062087
(23442,23591)(11803050,11803199)(11803050,11803200)	chr1	11803125	151	0.025641	0.025641	0.025642	0.012987	0.012988	0.012988
(23592,23741)(11803200,11803349)(11803200,11803350)	chr1	11803275	151	0.062211	0.024524	0.062309	0.012362	0.051868	0.012467
(23742,23891)(11803350,11803499)(11803350,11803500)	chr1	11803425	151	0.025671	0.025638	0.025670	0.012987	0.013019	0.012986
(23892,24041)(11803500,11803649)(11803500,11803650)	chr1	11803575	151	0.025641	0.025641	0.025640	0.012988	0.012987	0.012987
(24042,24191)(11803650,11803799)(11803650,11803800)	chr1	11803725	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(24192,24341)(11803800,11803949)(11803800,11803950)	chr1	11803875	151	0.212351	0.086411	0.056313	0.135558	0.103144	-0.045183
(24342,24491)(11803950,11804099)(11803950,11804100)	chr1	11804025	151	0.205939	0.091905	0.045852	0.140032	0.090563	-0.043626
(24492,24641)(11804100,11804249)(11804100,11804250)	chr1	11804175	151	0.198277	0.028472	0.070797	0.088225	0.132768	-0.059339
(24642,24791)(11804250,11804399)(11804250,11804400)	chr1	11804325	151	0.179459	0.014299	0.071735	0.068877	0.128913	-0.054475
(24792,24941)(11804400,11804549)(11804400,11804550)	chr1	11804475	151	0.305057	0.073286	0.111965	0.160646	0.203280	-0.084536
(24942,25072)(11804550,11804680)(11804550,11804700)	chr1	11804625	132	0.027053	0.013576	0.022623	0.009106	0.018320	0.004563
(25073,25221)(11804851,11804999)(11804850,11805000)	chr1	11804925	150	0.013281	0.011611	0.016309	0.004303	0.009068	0.007376
(25222,25371)(11805000,11805149)(11805000,11805150)	chr1	11805075	151	0.025641	0.025641	0.025640	0.012988	0.012987	0.012987
(25372,25521)(11805150,11805299)(11805150,11805300)	chr1	11805225	151	0.190260	0.083660	0.064343	0.115951	0.095090	-0.028584
(25522,25671)(11805300,11805449)(11805300,11805450)	chr1	11805375	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(25672,25821)(11805450,11805599)(11805450,11805600)	chr1	11805525	151	0.275978	0.093714	0.075667	0.171325	0.151608	-0.072925
(25822,25971)(11805600,11805749)(11805600,11805750)	chr1	11805675	151	0.124617	0.074450	0.014703	0.097824	0.035270	-0.020457
(25972,26121)(11805750,11805899)(11805750,11805900)	chr1	11805825	151	0.025641	0.001509	0.025641	0.000755	0.025220	0.000755
(26122,26271)(11805900,11806049)(11805900,11806050)	chr1	11805975	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(26272,26421)(11806050,11806199)(11806050,11806200)	chr1	11806125	151	0.025627	-0.010789	0.025626	-0.005365	0.031326	-0.005366
(26422,26571)(11806200,11806349)(11806200,11806350)	chr1	11806275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(26572,26721)(11806350,11806499)(11806350,11806500)	chr1	11806425	151	0.148319	0.016523	0.046442	0.064825	0.095719	-0.048164
(26722,26871)(11806500,11806649)(11806500,11806650)	chr1	11806575	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(26872,27021)(11806650,11806799)(11806650,11806800)	chr1	11806725	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(27022,27171)(11806800,11806949)(11806800,11806950)	chr1	11806875	151	0.025641	0.025641	0.025637	0.012990	0.012985	0.012986
(27172,27291)(11806950,11807069)(11806950,11807100)	chr1	11807025	121	0.031132	0.023945	0.114909	-0.033101	0.064728	0.057337
(27292,27390)(23795451,23795549)(23795400,23795550)	chr1	23795475	100	0.022884	0.019728	0.016945	0.012992	0.010158	0.006933
(27391,27540)(23795550,23795699)(23795550,23795700)	chr1	23795625	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(27541,27690)(23795700,23795849)(23795700,23795850)	chr1	23795775	151	0.025641	0.025641	0.025641	0.012987	0.012988	0.012988
(27691,27840)(23795850,23795999)(23795850,23796000)	chr1	23795925	151	0.025641	0.025640	0.025641	0.012987	0.012988	0.012987
(27841,27990)(23796000,23796149)(23796000,23796150)	chr1	23796075	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(27991,28140)(23796150,23796299)(23796150,23796300)	chr1	23796225	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(28141,28290)(23796300,23796449)(23796300,23796450)	chr1	23796375	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(28291,28440)(23796450,23796599)(23796450,23796600)	chr1	23796525	151	0.054427	-0.025587	0.054450	-0.012645	0.068609	-0.012620
(28441,28590)(23796600,23796749)(23796600,23796750)	chr1	23796675	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(28591,28740)(23796750,23796899)(23796750,23796900)	chr1	23796825	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(28741,28890)(23796900,23797049)(23796900,23797050)	chr1	23796975	151	0.053955	0.025641	0.053736	0.013104	0.042361	0.012872
(28891,29040)(23797050,23797199)(23797050,23797200)	chr1	23797125	151	0.025641	0.025640	0.025641	0.012987	0.012988	0.012987
