region	chr	midPos	Nsites	Fst01	Fst02	Fst12	PBS0	PBS1	PBS2
(5827,5976)(9720600,9720749)(9720600,9720750)	chr1	9720675	151	0.025641	0.025641	0.025641	0.012987	0.012987	0.012988
(5977,6126)(9720750,9720899)(9720750,9720900)	chr1	9720825	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(6127,6276)(9720900,9721049)(9720900,9721050)	chr1	9720975	151	0.029914	0.025469	0.027793	0.013992	0.016379	0.011807
(6277,6426)(9721050,9721199)(9721050,9721200)	chr1	9721125	151	0.025645	0.025629	0.023316	0.014175	0.011804	0.011788
(6427,6576)(9721200,9721349)(9721200,9721350)	chr1	9721275	151	0.025643	0.025644	0.025646	0.012988	0.012989	0.012991
(6577,6726)(9721350,9721499)(9721350,9721500)	chr1	9721425	151	-0.001299	0.003369	-0.014013	0.007996	-0.009294	-0.004621
(6727,6876)(9721500,9721649)(9721500,9721650)	chr1	9721575	151	0.025642	0.025650	0.025641	0.012993	0.012983	0.012992
(6877,7026)(9721650,9721799)(9721650,9721800)	chr1	9721725	151	0.025641	0.025635	0.025631	0.012989	0.012986	0.012979
(7027,7176)(9721800,9721949)(9721800,9721950)	chr1	9721875	151	0.025642	0.025641	0.025641	0.012988	0.012988	0.012988
(7177,7326)(9721950,9722099)(9721950,9722100)	chr1	9722025	151	0.025641	0.025641	0.025638	0.012989	0.012986	0.012986
(7327,7476)(9722100,9722249)(9722100,9722250)	chr1	9722175	151	0.025641	0.025637	0.025641	0.012986	0.012990	0.012986
(7477,7626)(9722250,9722399)(9722250,9722400)	chr1	9722325	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(7627,7776)(9722400,9722549)(9722400,9722550)	chr1	9722475	151	-0.007825	0.002020	-0.010328	0.002251	-0.010046	-0.000229
(7777,7926)(9722550,9722699)(9722550,9722700)	chr1	9722625	151	0.024180	0.025157	0.025496	0.012064	0.012413	0.013414
(7927,7982)(9722700,9722755)(9722700,9722850)	chr1	9722775	57	0.163590	0.020804	0.085612	0.055080	0.123557	-0.034056
(7983,8005)(9722977,9722999)(9722850,9723000)	chr1	9722925	24	0.024909	0.023309	0.025095	0.011697	0.013528	0.011888
(8006,8155)(9723000,9723149)(9723000,9723150)	chr1	9723075	151	0.035435	0.019409	0.016210	0.019667	0.016410	-0.000068
(8156,8305)(9723150,9723299)(9723150,9723300)	chr1	9723225	151	0.025642	0.025641	0.025641	0.012988	0.012988	0.012987
(8306,8447)(9723300,9723441)(9723300,9723450)	chr1	9723375	143	0.024133	0.028760	0.021868	0.015750	0.008679	0.013432
(8448,8526)(9723821,9723899)(9723750,9723900)	chr1	9723825	80	0.016577	0.024098	0.009930	0.015565	0.001151	0.008829
(8527,8676)(9723900,9724049)(9723900,9724050)	chr1	9723975	151	0.022531	0.025643	0.025775	0.011326	0.011462	0.014651
(8677,8826)(9724050,9724199)(9724050,9724200)	chr1	9724125	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(8827,8976)(9724200,9724349)(9724200,9724350)	chr1	9724275	151	0.025620	0.025641	0.025126	0.013241	0.012713	0.012734
(8977,9126)(9724350,9724499)(9724350,9724500)	chr1	9724425	151	0.270413	0.025705	0.151467	0.088536	0.226741	-0.062495
(9127,9196)(9724500,9724569)(9724500,9724650)	chr1	9724575	71	0.029050	0.029176	0.025301	0.016731	0.012749	0.012878
(9197,9340)(9724656,9724799)(9724650,9724800)	chr1	9724725	145	0.030130	0.025055	0.028908	0.013317	0.017276	0.012058
(9341,9490)(9724800,9724949)(9724800,9724950)	chr1	9724875	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(9491,9626)(9724950,9725085)(9724950,9725100)	chr1	9725025	137	0.020512	0.016231	0.013408	0.011796	0.008930	0.004569
(9627,9765)(9726761,9726899)(9726750,9726900)	chr1	9726825	140	0.121389	0.015260	0.108026	0.015236	0.114177	0.000141
(9766,9915)(9726900,9727049)(9726900,9727050)	chr1	9726975	151	0.025641	0.025641	0.025641	0.012988	0.012987	0.012988
(9916,10065)(9727050,9727199)(9727050,9727200)	chr1	9727125	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(10066,10215)(9727200,9727349)(9727200,9727350)	chr1	9727275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(10216,10365)(9727350,9727499)(9727350,9727500)	chr1	9727425	151	0.084162	0.169004	0.006276	0.133375	-0.045459	0.051756
(10366,10515)(9727500,9727649)(9727500,9727650)	chr1	9727575	151	0.025641	0.025641	0.025637	0.012990	0.012986	0.012986
(10516,10665)(9727650,9727799)(9727650,9727800)	chr1	9727725	151	0.575665	0.205455	0.171022	0.449829	0.407404	-0.219842
(10666,10815)(9727800,9727949)(9727800,9727950)	chr1	9727875	151	0.025641	0.025641	0.025637	0.012990	0.012985	0.012985
(10816,10965)(9727950,9728099)(9727950,9728100)	chr1	9728025	151	0.185381	-0.005235	0.196006	-0.009175	0.214210	0.003954
(10966,11115)(9728100,9728249)(9728100,9728250)	chr1	9728175	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012987
(11116,11265)(9728250,9728399)(9728250,9728400)	chr1	9728325	151	0.025639	0.025641	0.025641	0.012986	0.012987	0.012989
(11266,11415)(9728400,9728549)(9728400,9728550)	chr1	9728475	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(11416,11565)(9728550,9728699)(9728550,9728700)	chr1	9728625	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(11566,11715)(9728700,9728849)(9728700,9728850)	chr1	9728775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(11716,11865)(9728850,9728999)(9728850,9729000)	chr1	9728925	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(11866,12015)(9729000,9729149)(9729000,9729150)	chr1	9729075	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(12016,12129)(9729150,9729263)(9729150,9729300)	chr1	9729225	115	0.025366	0.031008	0.009334	0.023907	0.001786	0.007592
(12130,12204)(11785575,11785649)(11785500,11785650)	chr1	11785575	76	0.019568	0.021415	0.021283	0.009948	0.009813	0.011700
(12205,12354)(11785650,11785799)(11785650,11785800)	chr1	11785725	151	0.025638	0.025606	0.025620	0.012980	0.012993	0.012960
(12355,12504)(11785800,11785949)(11785800,11785950)	chr1	11785875	151	0.146923	0.067024	0.025641	0.101153	0.057752	-0.031777
(12505,12654)(11785950,11786099)(11785950,11786100)	chr1	11786025	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(12655,12804)(11786100,11786249)(11786100,11786250)	chr1	11786175	151	0.084539	-0.007586	0.084881	-0.003966	0.092293	-0.003592
(12805,12954)(11786250,11786399)(11786250,11786400)	chr1	11786325	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(12955,13104)(11786400,11786549)(11786400,11786550)	chr1	11786475	151	0.025642	0.025641	0.025639	0.012989	0.012987	0.012987
(13105,13254)(11786550,11786699)(11786550,11786700)	chr1	11786625	151	0.222504	-0.005373	0.143048	0.045972	0.205704	-0.051331
(13255,13404)(11786700,11786849)(11786700,11786850)	chr1	11786775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(13405,13554)(11786850,11786999)(11786850,11787000)	chr1	11786925	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012987
(13555,13704)(11787000,11787149)(11787000,11787150)	chr1	11787075	151	0.025634	0.024147	0.025640	0.012219	0.013750	0.012224
(13705,13854)(11787150,11787299)(11787150,11787300)	chr1	11787225	151	0.025641	0.025632	0.025641	0.012983	0.012992	0.012983
(13855,14004)(11787300,11787449)(11787300,11787450)	chr1	11787375	151	0.098192	0.001189	0.043059	0.030265	0.073089	-0.029075
(14005,14154)(11787450,11787599)(11787450,11787600)	chr1	11787525	151	0.025641	0.025641	0.025627	0.012995	0.012981	0.012981
(14155,14304)(11787600,11787749)(11787600,11787750)	chr1	11787675	151	0.321567	-0.006892	0.243325	0.051140	0.336830	-0.058008
(14305,14454)(11787750,11787899)(11787750,11787900)	chr1	11787825	151	0.227146	0.003505	0.125185	0.063717	0.193949	-0.060206
(14455,14604)(11787900,11788049)(11787900,11788050)	chr1	11787975	151	0.193237	0.010146	0.103685	0.057730	0.156995	-0.047532
(14605,14754)(11788050,11788199)(11788050,11788200)	chr1	11788125	151	0.050810	-0.013664	0.047672	-0.005136	0.057282	-0.008436
(14755,14904)(11788200,11788349)(11788200,11788350)	chr1	11788275	151	0.025641	0.025640	0.025627	0.012994	0.012981	0.012980
(14905,15054)(11788350,11788499)(11788350,11788500)	chr1	11788425	151	0.025641	0.025641	0.018453	0.016663	0.009312	0.009312
(15055,15204)(11788500,11788649)(11788500,11788650)	chr1	11788575	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(15205,15354)(11788650,11788799)(11788650,11788800)	chr1	11788725	151	0.025640	0.025596	0.025641	0.012964	0.013010	0.012965
(15355,15504)(11788800,11788949)(11788800,11788950)	chr1	11788875	151	0.202630	0.004289	0.119974	0.051465	0.174971	-0.047168
(15505,15654)(11788950,11789099)(11788950,11789100)	chr1	11789025	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(15655,15804)(11789100,11789249)(11789100,11789250)	chr1	11789175	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(15805,15954)(11789250,11789399)(11789250,11789400)	chr1	11789325	151	0.025641	0.025641	0.025640	0.012988	0.012987	0.012987
(15955,16104)(11789400,11789549)(11789400,11789550)	chr1	11789475	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16105,16254)(11789550,11789699)(11789550,11789700)	chr1	11789625	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16255,16404)(11789700,11789849)(11789700,11789850)	chr1	11789775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16405,16554)(11789850,11789999)(11789850,11790000)	chr1	11789925	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16555,16704)(11790000,11790149)(11790000,11790150)	chr1	11790075	151	0.025641	0.125655	0.103384	0.025564	0.000412	0.108716
(16705,16854)(11790150,11790299)(11790150,11790300)	chr1	11790225	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16855,17004)(11790300,11790449)(11790300,11790450)	chr1	11790375	151	0.398108	0.005960	0.259506	0.106609	0.401069	-0.100631
(17005,17154)(11790450,11790599)(11790450,11790600)	chr1	11790525	151	0.025641	0.025641	0.025574	0.013022	0.012953	0.012953
(17155,17304)(11790600,11790749)(11790600,11790750)	chr1	11790675	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(17305,17454)(11790750,11790899)(11790750,11790900)	chr1	11790825	151	0.109928	0.002587	0.044757	0.036627	0.079826	-0.034036
(17455,17602)(11790900,11791047)(11790900,11791050)	chr1	11790975	149	0.182231	0.017793	0.137436	0.035642	0.165533	-0.017688
(17603,17743)(11791059,11791199)(11791050,11791200)	chr1	11791125	142	0.018509	0.019809	0.017884	0.010322	0.008360	0.009685
(17744,17893)(11791200,11791349)(11791200,11791350)	chr1	11791275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(17894,18030)(11791350,11791499)(11791350,11791500)	chr1	11791425	138	0.021019	0.018648	0.014718	0.012620	0.008623	0.006204
(18031,18180)(11791500,11791649)(11791500,11791650)	chr1	11791575	151	0.018562	0.029380	0.037472	0.005182	0.013554	0.024639
(18181,18330)(11791650,11791799)(11791650,11791800)	chr1	11791725	151	0.025641	0.007681	0.028594	0.002338	0.023638	0.005373
(18331,18425)(11791800,11791894)(11791800,11791950)	chr1	11791875	96	0.032322	0.030605	0.031387	0.016024	0.016831	0.015059
(18426,18545)(11792130,11792249)(11792100,11792250)	chr1	11792175	121	0.167333	-0.000310	0.119558	0.027740	0.155382	-0.028050
(18546,18695)(11792250,11792399)(11792250,11792400)	chr1	11792325	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(18696,18824)(11792400,11792528)(11792400,11792550)	chr1	11792475	130	0.020853	-0.000785	0.021392	-0.000668	0.021741	-0.000117
(18825,18965)(11793759,11793899)(11793750,11793900)	chr1	11793825	142	0.027883	0.015240	0.025013	0.009153	0.019126	0.006205
(18966,19115)(11793900,11794049)(11793900,11794050)	chr1	11793975	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(19116,19265)(11794050,11794199)(11794050,11794200)	chr1	11794125	151	0.022678	0.020331	0.025669	0.008738	0.014201	0.011802
(19266,19415)(11794200,11794349)(11794200,11794350)	chr1	11794275	151	0.030661	0.013827	0.020094	0.012383	0.018758	0.001540
(19416,19565)(11794350,11794499)(11794350,11794500)	chr1	11794425	151	0.282916	0.009742	0.187619	0.067283	0.265279	-0.057493
(19566,19715)(11794500,11794649)(11794500,11794650)	chr1	11794575	151	0.275269	0.014673	0.135254	0.095708	0.226246	-0.080926
(19716,19865)(11794650,11794799)(11794650,11794800)	chr1	11794725	151	0.354888	-0.004586	0.277583	0.054301	0.384030	-0.058877
(19866,20015)(11794800,11794949)(11794800,11794950)	chr1	11794875	151	0.157771	0.000123	0.094993	0.036007	0.135697	-0.035884
(20016,20165)(11794950,11795099)(11794950,11795100)	chr1	11795025	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(20166,20315)(11795100,11795249)(11795100,11795250)	chr1	11795175	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(20316,20465)(11795250,11795399)(11795250,11795400)	chr1	11795325	151	0.025298	0.025389	0.001385	0.024978	0.000646	0.000740
(20466,20563)(11795400,11795497)(11795400,11795550)	chr1	11795475	99	0.020637	0.025438	0.015440	0.015529	0.005323	0.010237
(20564,20655)(11796058,11796149)(11796000,11796150)	chr1	11796075	93	0.016258	0.024132	0.024711	0.007899	0.008493	0.016529
(20656,20805)(11796150,11796299)(11796150,11796300)	chr1	11796225	151	0.025641	0.025531	0.025640	0.012932	0.013044	0.012931
(20806,20955)(11796300,11796449)(11796300,11796450)	chr1	11796375	151	0.025641	0.025641	0.025636	0.012990	0.012985	0.012985
(20956,21105)(11796450,11796599)(11796450,11796600)	chr1	11796525	151	0.025641	0.025640	0.025641	0.012987	0.012988	0.012987
(21106,21200)(11796600,11796694)(11796600,11796750)	chr1	11796675	96	0.016857	0.016558	0.022875	0.005278	0.011723	0.011418
(21201,21306)(11799644,11799749)(11799600,11799750)	chr1	11799675	107	0.020885	0.013194	0.007310	0.013526	0.007580	-0.000244
(21307,21456)(11799750,11799899)(11799750,11799900)	chr1	11799825	151	0.025641	0.025641	-0.024073	0.037869	-0.011894	-0.011894
(21457,21606)(11799900,11800049)(11799900,11800050)	chr1	11799975	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(21607,21756)(11800050,11800199)(11800050,11800200)	chr1	11800125	151	0.165103	-0.007193	0.090734	0.039081	0.141366	-0.046248
(21757,21906)(11800200,11800349)(11800200,11800350)	chr1	11800275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(21907,22056)(11800350,11800499)(11800350,11800500)	chr1	11800425	151	0.106350	0.002648	0.032743	0.040901	0.071540	-0.038249
(22057,22206)(11800500,11800649)(11800500,11800650)	chr1	11800575	151	0.146759	-0.000118	0.086796	0.033900	0.124813	-0.034018
(22207,22356)(11800650,11800799)(11800650,11800800)	chr1	11800725	151	0.195156	0.014664	0.085856	0.071056	0.146050	-0.056283
(22357,22506)(11800800,11800949)(11800800,11800950)	chr1	11800875	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(22507,22656)(11800950,11801099)(11800950,11801100)	chr1	11801025	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(22657,22806)(11801100,11801249)(11801100,11801250)	chr1	11801175	151	0.025642	0.025642	0.025639	0.012990	0.012987	0.012987
(22807,22956)(11801250,11801399)(11801250,11801400)	chr1	11801325	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(22957,23106)(11801400,11801549)(11801400,11801550)	chr1	11801475	151	0.004614	0.018235	0.028221	-0.002799	0.007424	0.021203
(23107,23121)(11801550,11801564)(11801550,11801700)	chr1	11801625	16	0.023369	0.023617	0.022621	0.012333	0.011313	0.011568
(23122,23138)(11802733,11802749)(11802600,11802750)	chr1	11802675	18	0.023432	0.021882	0.022434	0.011573	0.012137	0.010552
(23139,23288)(11802750,11802899)(11802750,11802900)	chr1	11802825	151	0.034041	0.033630	0.015309	0.026707	0.007927	0.007501
(23289,23438)(11802900,11803049)(11802900,11803050)	chr1	11802975	151	0.155489	0.001282	0.094585	0.035460	0.133538	-0.034176
(23439,23588)(11803050,11803199)(11803050,11803200)	chr1	11803125	151	0.025618	0.025641	0.025641	0.012976	0.012976	0.012999
(23589,23738)(11803200,11803349)(11803200,11803350)	chr1	11803275	151	0.025641	0.025640	0.024524	0.013560	0.012415	0.012415
(23739,23888)(11803350,11803499)(11803350,11803500)	chr1	11803425	151	0.025641	0.025641	0.025638	0.012989	0.012986	0.012986
(23889,24038)(11803500,11803649)(11803500,11803650)	chr1	11803575	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(24039,24188)(11803650,11803799)(11803650,11803800)	chr1	11803725	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(24189,24338)(11803800,11803949)(11803800,11803950)	chr1	11803875	151	0.137319	0.002735	0.086411	0.030037	0.117673	-0.027298
(24339,24488)(11803950,11804099)(11803950,11804100)	chr1	11804025	151	0.154360	0.002024	0.091905	0.036641	0.131020	-0.034615
(24489,24638)(11804100,11804249)(11804100,11804250)	chr1	11804175	151	0.097646	-0.004354	0.028472	0.034759	0.067990	-0.039104
(24639,24788)(11804250,11804399)(11804250,11804400)	chr1	11804325	151	0.070669	-0.001203	0.014299	0.028843	0.044447	-0.030045
(24789,24938)(11804400,11804549)(11804400,11804550)	chr1	11804475	151	0.213671	0.029401	0.073286	0.097056	0.143324	-0.067214
(24939,25069)(11804550,11804680)(11804550,11804700)	chr1	11804625	132	0.019419	0.012222	0.013576	0.009119	0.010491	0.003178
(25070,25218)(11804851,11804999)(11804850,11805000)	chr1	11804925	150	0.014404	0.003275	0.011611	0.003055	0.011453	0.000226
(25219,25368)(11805000,11805149)(11805000,11805150)	chr1	11805075	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(25369,25518)(11805150,11805299)(11805150,11805300)	chr1	11805225	151	0.136087	0.004480	0.083660	0.031703	0.114580	-0.027213
(25519,25668)(11805300,11805449)(11805300,11805450)	chr1	11805375	151	0.025629	0.025641	0.025641	0.012982	0.012982	0.012994
(25669,25818)(11805450,11805599)(11805450,11805600)	chr1	11805525	151	0.172083	-0.007101	0.093714	0.041683	0.147160	-0.048759
(25819,25968)(11805600,11805749)(11805600,11805750)	chr1	11805675	151	0.207600	0.029299	0.074450	0.092529	0.140159	-0.062792
(25969,26118)(11805750,11805899)(11805750,11805900)	chr1	11805825	151	0.025641	0.025641	0.001509	0.025220	0.000755	0.000755
(26119,26268)(11805900,11806049)(11805900,11806050)	chr1	11805975	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(26269,26418)(11806050,11806199)(11806050,11806200)	chr1	11806125	151	0.025641	0.025641	-0.010789	0.031341	-0.005365	-0.005366
(26419,26568)(11806200,11806349)(11806200,11806350)	chr1	11806275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(26569,26718)(11806350,11806499)(11806350,11806500)	chr1	11806425	151	0.074563	0.006129	0.016523	0.033488	0.044001	-0.027340
(26719,26868)(11806500,11806649)(11806500,11806650)	chr1	11806575	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(26869,27018)(11806650,11806799)(11806650,11806800)	chr1	11806725	151	0.050236	0.051295	0.025641	0.039112	0.012430	0.013546
(27019,27168)(11806800,11806949)(11806800,11806950)	chr1	11806875	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(27169,27288)(11806950,11807069)(11806950,11807100)	chr1	11807025	121	0.052688	0.012235	0.023945	0.021101	0.033026	-0.008790
(27289,27387)(23795451,23795549)(23795400,23795550)	chr1	23795475	100	0.021541	0.017970	0.019728	0.009993	0.011784	0.008141
(27388,27537)(23795550,23795699)(23795550,23795700)	chr1	23795625	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(27538,27687)(23795700,23795849)(23795700,23795850)	chr1	23795775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(27688,27837)(23795850,23795999)(23795850,23796000)	chr1	23795925	151	0.025641	0.025641	0.025640	0.012988	0.012987	0.012987
(27838,27987)(23796000,23796149)(23796000,23796150)	chr1	23796075	151	0.025641	0.025629	0.025641	0.012982	0.012994	0.012982
(27988,28137)(23796150,23796299)(23796150,23796300)	chr1	23796225	151	0.025623	0.025644	0.025641	0.012980	0.012977	0.012999
(28138,28287)(23796300,23796449)(23796300,23796450)	chr1	23796375	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(28288,28437)(23796450,23796599)(23796450,23796600)	chr1	23796525	151	-0.015107	-0.015135	-0.025587	-0.002375	-0.012619	-0.012646
(28438,28587)(23796600,23796749)(23796600,23796750)	chr1	23796675	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(28588,28737)(23796750,23796899)(23796750,23796900)	chr1	23796825	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(28738,28887)(23796900,23797049)(23796900,23797050)	chr1	23796975	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(28888,29037)(23797050,23797199)(23797050,23797200)	chr1	23797125	151	0.025624	0.025635	0.025640	0.012976	0.012981	0.012993
