region	chr	midPos	Nsites	Fst01	Fst02	Fst12	PBS0	PBS1	PBS2
(8305,8446)(9723300,9723441)(9723300,9723450)	chr1	9723375	143	0.016809	0.021868	0.009598	0.014709	0.002243	0.007402
(8447,8525)(9723821,9723899)(9723750,9723900)	chr1	9723825	80	0.004840	0.009930	0.019929	-0.002649	0.007501	0.012629
(8526,8675)(9723900,9724049)(9723900,9724050)	chr1	9723975	151	0.029757	0.025775	0.030181	0.012838	0.017371	0.013275
(8676,8825)(9724050,9724199)(9724050,9724200)	chr1	9724125	151	0.025641	0.025641	0.025596	0.013011	0.012965	0.012965
(8826,8975)(9724200,9724349)(9724200,9724350)	chr1	9724275	151	0.025641	0.025126	0.025641	0.012724	0.013252	0.012724
(8976,9125)(9724350,9724499)(9724350,9724500)	chr1	9724425	151	0.347996	0.151467	0.079977	0.254298	0.173407	-0.090051
(9126,9196)(9724500,9724570)(9724500,9724650)	chr1	9724575	72	0.025056	0.025289	0.012937	0.018984	0.006392	0.006630
(9197,9340)(9724656,9724799)(9724650,9724800)	chr1	9724725	145	0.032227	0.028908	0.034706	0.013385	0.019373	0.015949
(9341,9490)(9724800,9724949)(9724800,9724950)	chr1	9724875	151	0.025641	0.025641	0.022380	0.014658	0.011317	0.011317
(9491,9626)(9724950,9725085)(9724950,9725100)	chr1	9725025	137	0.025344	0.013408	0.023747	0.007568	0.018103	0.005931
(9627,9765)(9726761,9726899)(9726750,9726900)	chr1	9726825	140	0.140916	0.108026	0.020668	0.122661	0.029228	-0.008343
(9766,9915)(9726900,9727049)(9726900,9727050)	chr1	9726975	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(9916,10065)(9727050,9727199)(9727050,9727200)	chr1	9727125	151	0.025641	0.025641	0.025640	0.012988	0.012987	0.012987
(10066,10215)(9727200,9727349)(9727200,9727350)	chr1	9727275	151	0.025637	0.025641	0.025641	0.012986	0.012986	0.012990
(10216,10365)(9727350,9727499)(9727350,9727500)	chr1	9727425	151	0.028836	0.006276	0.108340	-0.039557	0.068817	0.045853
(10366,10515)(9727500,9727649)(9727500,9727650)	chr1	9727575	151	0.025640	0.025637	0.025641	0.012985	0.012989	0.012986
(10516,10665)(9727650,9727799)(9727650,9727800)	chr1	9727725	151	0.172726	0.171022	-0.024993	0.200934	-0.011314	-0.013372
(10666,10815)(9727800,9727949)(9727800,9727950)	chr1	9727875	151	0.025641	0.025637	0.025641	0.012985	0.012990	0.012985
(10816,10965)(9727950,9728099)(9727950,9728100)	chr1	9728025	151	0.294871	0.196006	0.025641	0.270782	0.078594	-0.052618
(10966,11115)(9728100,9728249)(9728100,9728250)	chr1	9728175	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(11116,11265)(9728250,9728399)(9728250,9728400)	chr1	9728325	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(11266,11415)(9728400,9728549)(9728400,9728550)	chr1	9728475	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(11416,11565)(9728550,9728699)(9728550,9728700)	chr1	9728625	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(11566,11715)(9728700,9728849)(9728700,9728850)	chr1	9728775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(11716,11865)(9728850,9728999)(9728850,9729000)	chr1	9728925	151	0.025641	0.025641	0.025639	0.012989	0.012987	0.012987
(11866,12015)(9729000,9729149)(9729000,9729150)	chr1	9729075	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(12016,12129)(9729150,9729263)(9729150,9729300)	chr1	9729225	115	0.014450	0.009334	0.022884	0.000391	0.014164	0.008987
(12130,12203)(11785576,11785649)(11785500,11785650)	chr1	11785575	75	0.018570	0.021283	0.012333	0.013924	0.004821	0.007589
(12204,12353)(11785650,11785799)(11785650,11785800)	chr1	11785725	151	0.025641	0.025620	0.023462	0.014094	0.011882	0.011860
(12354,12503)(11785800,11785949)(11785800,11785950)	chr1	11785875	151	0.025641	0.025641	0.009868	0.021017	0.004959	0.004958
(12504,12653)(11785950,11786099)(11785950,11786100)	chr1	11786025	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(12654,12803)(11786100,11786249)(11786100,11786250)	chr1	11786175	151	0.090477	0.084881	-0.012652	0.098054	-0.003219	-0.009353
(12804,12953)(11786250,11786399)(11786250,11786400)	chr1	11786325	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012987
(12954,13103)(11786400,11786549)(11786400,11786550)	chr1	11786475	151	0.025641	0.025639	0.025641	0.012987	0.012988	0.012987
(13104,13253)(11786550,11786699)(11786550,11786700)	chr1	11786625	151	0.137957	0.143048	-0.021175	0.161889	-0.013439	-0.007516
(13254,13403)(11786700,11786849)(11786700,11786850)	chr1	11786775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(13404,13553)(11786850,11786999)(11786850,11787000)	chr1	11786925	151	0.025641	0.025641	0.025640	0.012988	0.012987	0.012987
(13554,13703)(11787000,11787149)(11787000,11787150)	chr1	11787075	151	0.025641	0.025640	0.025640	0.012988	0.012988	0.012987
(13704,13853)(11787150,11787299)(11787150,11787300)	chr1	11787225	151	0.025639	0.025641	0.025641	0.012987	0.012987	0.012989
(13854,14003)(11787300,11787449)(11787300,11787450)	chr1	11787375	151	0.142521	0.043059	0.046887	0.074876	0.078883	-0.030862
(14004,14153)(11787450,11787599)(11787450,11787600)	chr1	11787525	151	0.025641	0.025627	0.025641	0.012981	0.012995	0.012980
(14154,14303)(11787600,11787749)(11787600,11787750)	chr1	11787675	151	0.253194	0.243325	-0.020504	0.295535	-0.003584	-0.016713
(14304,14453)(11787750,11787899)(11787750,11787900)	chr1	11787825	151	0.143019	0.125185	-0.011529	0.149772	0.004567	-0.016030
(14454,14603)(11787900,11788049)(11787900,11788050)	chr1	11787975	151	0.126966	0.103685	-0.002862	0.124051	0.011730	-0.014587
(14604,14753)(11788050,11788199)(11788050,11788200)	chr1	11788125	151	0.050439	0.047672	-0.012930	0.056725	-0.004969	-0.007878
(14754,14903)(11788200,11788349)(11788200,11788350)	chr1	11788275	151	0.025641	0.025627	0.025641	0.012981	0.012995	0.012981
(14904,15053)(11788350,11788499)(11788350,11788500)	chr1	11788425	151	0.025641	0.018453	0.025641	0.009312	0.016663	0.009312
(15054,15203)(11788500,11788649)(11788500,11788650)	chr1	11788575	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(15204,15353)(11788650,11788799)(11788650,11788800)	chr1	11788725	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(15354,15503)(11788800,11788949)(11788800,11788950)	chr1	11788875	151	0.132809	0.119974	-0.012573	0.141397	0.001099	-0.013594
(15504,15653)(11788950,11789099)(11788950,11789100)	chr1	11789025	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(15654,15803)(11789100,11789249)(11789100,11789250)	chr1	11789175	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(15804,15953)(11789250,11789399)(11789250,11789400)	chr1	11789325	151	0.025641	0.025640	0.025641	0.012987	0.012988	0.012987
(15954,16103)(11789400,11789549)(11789400,11789550)	chr1	11789475	151	0.025641	0.025641	0.025622	0.012997	0.012978	0.012978
(16104,16253)(11789550,11789699)(11789550,11789700)	chr1	11789625	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16254,16403)(11789700,11789849)(11789700,11789850)	chr1	11789775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16404,16553)(11789850,11789999)(11789850,11790000)	chr1	11789925	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16554,16703)(11790000,11790149)(11790000,11790150)	chr1	11790075	151	0.025641	0.103384	0.126179	0.000112	0.025864	0.109016
(16704,16853)(11790150,11790299)(11790150,11790300)	chr1	11790225	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16854,17003)(11790300,11790449)(11790300,11790450)	chr1	11790375	151	0.305257	0.259506	-0.013294	0.338929	0.025284	-0.038491
(17004,17153)(11790450,11790599)(11790450,11790600)	chr1	11790525	151	0.025641	0.025574	0.025641	0.012953	0.013022	0.012953
(17154,17303)(11790600,11790749)(11790600,11790750)	chr1	11790675	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(17304,17453)(11790750,11790899)(11790750,11790900)	chr1	11790825	151	0.174860	0.044757	0.050139	0.093276	0.098926	-0.047486
(17454,17601)(11790900,11791047)(11790900,11791050)	chr1	11790975	149	0.120978	0.137436	0.005565	0.135605	-0.006660	0.012240
(17602,17742)(11791059,11791199)(11791050,11791200)	chr1	11791125	142	0.021437	0.017884	0.019315	0.010106	0.011564	0.007940
(17743,17892)(11791200,11791349)(11791200,11791350)	chr1	11791275	151	0.025641	0.025641	0.025641	0.012988	0.012987	0.012988
(17893,18029)(11791350,11791499)(11791350,11791500)	chr1	11791425	138	0.006017	0.014718	0.024245	-0.001841	0.007876	0.016668
(18030,18179)(11791500,11791649)(11791500,11791650)	chr1	11791575	151	0.019965	0.037472	0.020914	0.018612	0.001555	0.019580
(18180,18329)(11791650,11791799)(11791650,11791800)	chr1	11791725	151	0.025641	0.028594	0.028909	0.012826	0.013150	0.016185
(18330,18424)(11791800,11791894)(11791800,11791950)	chr1	11791875	96	0.020204	0.031387	0.007871	0.022200	-0.001789	0.009691
(18425,18544)(11792130,11792249)(11792100,11792250)	chr1	11792175	121	0.139291	0.119558	0.006123	0.135594	0.014405	-0.008263
(18545,18694)(11792250,11792399)(11792250,11792400)	chr1	11792325	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(18695,18823)(11792400,11792528)(11792400,11792550)	chr1	11792475	130	0.003927	0.021392	0.023249	0.001018	0.002917	0.020606
(18824,18964)(11793759,11793899)(11793750,11793900)	chr1	11793825	142	0.022265	0.025013	0.014250	0.016748	0.005769	0.008584
(18965,19114)(11793900,11794049)(11793900,11794050)	chr1	11793975	151	0.025622	0.025641	0.025640	0.012978	0.012978	0.012997
(19115,19264)(11794050,11794199)(11794050,11794200)	chr1	11794125	151	0.028804	0.025669	0.012051	0.021553	0.007674	0.004450
(19265,19414)(11794200,11794349)(11794200,11794350)	chr1	11794275	151	0.026069	0.020094	0.019275	0.013625	0.012790	0.006673
(19415,19564)(11794350,11794499)(11794350,11794500)	chr1	11794425	151	0.246063	0.187619	-0.017252	0.253669	0.028778	-0.045883
(19565,19714)(11794500,11794649)(11794500,11794650)	chr1	11794575	151	0.145142	0.135254	-0.017607	0.159797	-0.002977	-0.014477
(19715,19864)(11794650,11794799)(11794650,11794800)	chr1	11794725	151	0.367426	0.277583	-0.006152	0.394622	0.063336	-0.069469
(19865,20014)(11794800,11794949)(11794800,11794950)	chr1	11794875	151	0.080069	0.094993	-0.008155	0.095695	-0.012239	0.004117
(20015,20164)(11794950,11795099)(11794950,11795100)	chr1	11795025	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(20165,20314)(11795100,11795249)(11795100,11795250)	chr1	11795175	151	0.025641	0.025641	0.025634	0.012991	0.012984	0.012984
(20315,20464)(11795250,11795399)(11795250,11795400)	chr1	11795325	151	0.025635	0.001385	0.025637	0.000692	0.025277	0.000694
(20465,20562)(11795400,11795497)(11795400,11795550)	chr1	11795475	99	0.017423	0.015440	0.024531	0.004150	0.013427	0.011410
(20563,20654)(11796058,11796149)(11796000,11796150)	chr1	11796075	93	0.015648	0.024711	0.023747	0.008380	0.007392	0.016642
(20655,20804)(11796150,11796299)(11796150,11796300)	chr1	11796225	151	0.025643	0.025640	0.025588	0.013015	0.012962	0.012959
(20805,20954)(11796300,11796449)(11796300,11796450)	chr1	11796375	151	0.025641	0.025636	0.025641	0.012985	0.012990	0.012985
(20955,21104)(11796450,11796599)(11796450,11796600)	chr1	11796525	151	0.025234	0.025641	0.025639	0.012780	0.012778	0.013195
(21105,21199)(11796600,11796694)(11796600,11796750)	chr1	11796675	96	0.011159	0.022875	0.019045	0.007567	0.003655	0.015574
(21200,21305)(11799644,11799749)(11799600,11799750)	chr1	11799675	107	0.015778	0.007310	0.013296	0.004928	0.010976	0.002409
(21306,21455)(11799750,11799899)(11799750,11799900)	chr1	11799825	151	0.025641	-0.024073	0.025641	-0.011894	0.037869	-0.011894
(21456,21605)(11799900,11800049)(11799900,11800050)	chr1	11799975	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(21606,21755)(11800050,11800199)(11800050,11800200)	chr1	11800125	151	0.090762	0.090734	-0.025466	0.107707	-0.012559	-0.012589
(21756,21905)(11800200,11800349)(11800200,11800350)	chr1	11800275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(21906,22055)(11800350,11800499)(11800350,11800500)	chr1	11800425	151	0.047618	0.032743	-0.014124	0.048053	0.000737	-0.014761
(22056,22205)(11800500,11800649)(11800500,11800650)	chr1	11800575	151	0.087626	0.086796	-0.023960	0.103089	-0.011384	-0.012294
(22206,22355)(11800650,11800799)(11800650,11800800)	chr1	11800725	151	0.115986	0.085856	-0.016119	0.114520	0.008763	-0.024753
(22356,22505)(11800800,11800949)(11800800,11800950)	chr1	11800875	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(22506,22655)(11800950,11801099)(11800950,11801100)	chr1	11801025	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(22656,22805)(11801100,11801249)(11801100,11801250)	chr1	11801175	151	0.025641	0.025639	0.025642	0.012986	0.012989	0.012987
(22806,22955)(11801250,11801399)(11801250,11801400)	chr1	11801325	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(22956,23105)(11801400,11801549)(11801400,11801550)	chr1	11801475	151	0.008796	0.028221	0.011855	0.012768	-0.003933	0.015858
(23106,23120)(11801550,11801564)(11801550,11801700)	chr1	11801625	16	0.023525	0.022621	0.022780	0.011822	0.011984	0.011059
(23121,23137)(11802733,11802749)(11802600,11802750)	chr1	11802675	18	0.023051	0.022434	0.022574	0.011589	0.011732	0.011101
(23138,23287)(11802750,11802899)(11802750,11802900)	chr1	11802825	151	0.015748	0.015309	0.014282	0.008458	0.007416	0.006970
(23288,23437)(11802900,11803049)(11802900,11803050)	chr1	11802975	151	0.089965	0.094585	-0.018718	0.106089	-0.011817	-0.006728
(23438,23587)(11803050,11803199)(11803050,11803200)	chr1	11803125	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(23588,23737)(11803200,11803349)(11803200,11803350)	chr1	11803275	151	0.025641	0.024524	0.025640	0.012415	0.013560	0.012414
(23738,23887)(11803350,11803499)(11803350,11803500)	chr1	11803425	151	0.025641	0.025638	0.025641	0.012986	0.012989	0.012986
(23888,24037)(11803500,11803649)(11803500,11803650)	chr1	11803575	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(24038,24187)(11803650,11803799)(11803650,11803800)	chr1	11803725	151	0.025641	0.025641	0.025640	0.012989	0.012987	0.012987
(24188,24337)(11803800,11803949)(11803800,11803950)	chr1	11803875	151	0.086288	0.086411	-0.024816	0.102564	-0.012324	-0.012189
(24338,24487)(11803950,11804099)(11803950,11804100)	chr1	11804025	151	0.089189	0.091905	-0.017100	0.103390	-0.009971	-0.006985
(24488,24637)(11804100,11804249)(11804100,11804250)	chr1	11804175	151	0.095485	0.028472	0.013308	0.057922	0.042434	-0.029037
(24638,24787)(11804250,11804399)(11804250,11804400)	chr1	11804325	151	0.167411	0.014299	0.065626	0.064869	0.118345	-0.050467
(24788,24937)(11804400,11804549)(11804400,11804550)	chr1	11804475	151	0.124693	0.073286	-0.005141	0.107209	0.025971	-0.031099
(24938,25068)(11804550,11804680)(11804550,11804700)	chr1	11804625	132	0.035469	0.013576	0.022910	0.013303	0.022811	0.000366
(25069,25216)(11804852,11804999)(11804850,11805000)	chr1	11804925	149	0.017624	0.011588	0.015821	0.006745	0.011037	0.004911
(25217,25366)(11805000,11805149)(11805000,11805150)	chr1	11805075	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(25367,25516)(11805150,11805299)(11805150,11805300)	chr1	11805225	151	0.076889	0.083660	-0.018015	0.092614	-0.012608	-0.005247
(25517,25666)(11805300,11805449)(11805300,11805450)	chr1	11805375	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(25667,25816)(11805450,11805599)(11805450,11805600)	chr1	11805525	151	0.091928	0.093714	-0.022658	0.108618	-0.012187	-0.010218
(25817,25966)(11805600,11805749)(11805600,11805750)	chr1	11805675	151	0.133761	0.074450	-0.010931	0.115916	0.027678	-0.038550
(25967,26116)(11805750,11805899)(11805750,11805900)	chr1	11805825	151	0.025641	0.001509	0.025641	0.000755	0.025220	0.000755
(26117,26266)(11805900,11806049)(11805900,11806050)	chr1	11805975	151	0.025639	0.025641	0.025641	0.012987	0.012987	0.012989
(26267,26416)(11806050,11806199)(11806050,11806200)	chr1	11806125	151	0.025641	-0.010789	0.025641	-0.005365	0.031341	-0.005365
(26417,26566)(11806200,11806349)(11806200,11806350)	chr1	11806275	151	0.025641	0.025641	0.024759	0.013440	0.012535	0.012535
(26567,26716)(11806350,11806499)(11806350,11806500)	chr1	11806425	151	0.152599	0.016523	0.047176	0.066959	0.098623	-0.050298
(26717,26866)(11806500,11806649)(11806500,11806650)	chr1	11806575	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(26867,27016)(11806650,11806799)(11806650,11806800)	chr1	11806725	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(27017,27166)(11806800,11806949)(11806800,11806950)	chr1	11806875	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(27167,27286)(11806950,11807069)(11806950,11807100)	chr1	11807025	121	0.051130	0.023945	0.012247	0.032198	0.020285	-0.007962
(27287,27385)(23795451,23795549)(23795400,23795550)	chr1	23795475	100	0.023167	0.019728	0.019617	0.011776	0.011663	0.008149
(27386,27535)(23795550,23795699)(23795550,23795700)	chr1	23795625	151	0.024426	0.025641	0.025641	0.012365	0.012365	0.013611
(27536,27685)(23795700,23795849)(23795700,23795850)	chr1	23795775	151	0.025641	0.025641	0.025641	0.012987	0.012988	0.012988
(27686,27835)(23795850,23795999)(23795850,23796000)	chr1	23795925	151	0.025641	0.025640	0.025641	0.012987	0.012988	0.012987
(27836,27985)(23796000,23796149)(23796000,23796150)	chr1	23796075	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(27986,28135)(23796150,23796299)(23796150,23796300)	chr1	23796225	151	0.025621	0.025641	0.025636	0.012980	0.012975	0.012996
(28136,28285)(23796300,23796449)(23796300,23796450)	chr1	23796375	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(28286,28435)(23796450,23796599)(23796450,23796600)	chr1	23796525	151	-0.018612	-0.025587	-0.018650	-0.012614	-0.005827	-0.012651
(28436,28585)(23796600,23796749)(23796600,23796750)	chr1	23796675	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(28586,28735)(23796750,23796899)(23796750,23796900)	chr1	23796825	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(28736,28885)(23796900,23797049)(23796900,23797050)	chr1	23796975	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(28886,29035)(23797050,23797199)(23797050,23797200)	chr1	23797125	151	0.025639	0.025640	0.025640	0.012987	0.012987	0.012987
