chr	start	end	gene_name	exon_number	hit_type	hit_name	hit_region	percent_incorrect
chrX	31227848	31228099	DMD	Intronic	gene_type=lincRNA	LINC02064	chr5:29315616-173673463	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=lincRNA	LINC01411	chr5:174477719-175134099	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	SIMC1	chr5:176276606-176276864	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	F13A1	chr6:6296380-43862583	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	CDC5L	chr6:44401801-44402075	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	PTCHD4	chr6:47888818-47889149	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	GFRAL	chr6:55363389-55363652	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=transcribed_unprocessed_pseudogene	AC244258.1	chr6:59080621-136786068	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	ADGRG6	chr6:142422363-142423281	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	ESR1	chr6:151847971-151848282	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	RGS17	chr6:153074278-173406960	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	COL28A1	chr7:7466614-146970810	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	PRKAG2	chr7:151847997-151848212	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	DEFB104B	chr8:7466841-25605722	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	KIF13B	chr8:29120125-29121091	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	ZMAT4	chr8:40721157-40722139	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	PPDPFL	chr8:49002166-146970809	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	KIAA2026	chr9:5963967-5965072	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=processed_pseudogene	RPL4P5	chr9:7466841-25605722	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=processed_pseudogene	AL353684.1	chr9:29292567-118699702	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	OR1L8	chr9:122569821-122570303	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	MID1	chrX:10805213-10806180	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	ARHGAP6	chrX:11218864-11219127	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=lincRNA	AC004554.2	chrX:11707915-146904607	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=lincRNA	AL589669.1	chrX:147220874-147222186	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=antisense	LINC00894	chrX:149973763-149974360	64.17
chrX	31227848	31228099	DMD	Intronic	gene_type=protein_coding	GABRA3	chrX:152235956-152236355	64.17
chrX	31715323	31715503	DMD	Intronic	gene_type=transcribed_processed_pseudogene	AL669831.3	chr1:591444-591704	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	MATN1	chr1:30441693-236035647	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	CHRM3	chr1:239813583-239813905	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=unprocessed_pseudogene	AGAP7P	chr10:46122224-46122495	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	REEP3	chr10:63600462-115527757	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=transcribed_unprocessed_pseudogene	DMBT1P1	chr10:122787304-122787679	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	RIC3	chr11:8151271-8151568	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=TEC	AC131935.2	chr11:11712200-127288924	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	EIF2S3B	chr12:10520114-106123213	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=unprocessed_pseudogene	AL356585.4	chr13:10520114-105632583	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=rRNA	RF00002	chr14:11712200-93137791	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=unprocessed_pseudogene	AC138701.1	chr15:11712200-93137791	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	TXNDC11	chr16:11712200-93137791	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	DNAH9	chr17:11712200-93137791	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	PIEZO2	chr18:11086233-11086483	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	GNAL	chr18:11712200-93137791	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	ZNF823	chr19:11712200-93137791	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=processed_pseudogene	AC062028.1	chr2:10996064-232155208	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	HDAC4	chr2:239374333-239374675	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=lincRNA	LINC00687	chr20:11762838-67126840	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=unprocessed_pseudogene	FRG1GP	chr22:11762838-62638434	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=lincRNA	AC026167.1	chr3:6256114-6256369	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=lincRNA	AC069277.1	chr3:6547160-232153400	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=miRNA	MIR572	chr4:10824818-232153400	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=lincRNA	LINC02112	chr5:9900587-9900859	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=lincRNA	LINC02064	chr5:29315616-173673463	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	F13A1	chr6:6296380-43862583	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	PRIM2	chr6:57374293-57374591	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=transcribed_unprocessed_pseudogene	AC244258.1	chr6:59080621-136786068	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	SYNE1	chr6:152323547-152323735	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	RGS17	chr6:153074278-173406960	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	COL28A1	chr7:7466614-146970810	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	EZH2	chr7:148833124-148833440	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	GALNTL5	chr7:151980713-151980974	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=processed_pseudogene	AC079809.1	chr7:153074278-173406960	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	DEFB104B	chr8:7466841-25605722	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	PPDPFL	chr8:49002166-146970809	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	KDM4C	chr9:6751985-6752309	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=processed_pseudogene	AL353684.1	chr9:29292567-118699702	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=protein_coding	ZER1	chr9:128733789-128734082	62.15
chrX	31715323	31715503	DMD	Intronic	gene_type=lincRNA	AC004554.2	chrX:11707915-146904607	62.15
chr8	47800152	47800169	PRKDC	Intronic	gene_type=processed_transcript	LINC01128	chr1:850695-851163	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	MATN1	chr1:30441693-236035647	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=lincRNA	AL158210.2	chr10:6804359-6804612	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=lincRNA	AL139125.1	chr10:7466841-44486693	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=antisense	FAM170B-AS1	chr10:49125108-49125476	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	REEP3	chr10:63600462-115527757	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	HBG2	chr11:5482602-5483199	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	SYT9	chr11:7359052-7360104	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=TEC	AC131935.2	chr11:11712200-127288924	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	OPCML	chr11:133494173-133494560	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	EIF2S3B	chr12:10520114-106123213	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	UBE3B	chr12:109492193-127288736	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=unprocessed_pseudogene	AL356585.4	chr13:10520114-105632583	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	TUBGCP3	chr13:112548899-112549173	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=rRNA	RF00002	chr14:11712200-93137791	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=unprocessed_pseudogene	AC138701.1	chr15:11712200-93137791	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	TXNDC11	chr16:11712200-93137791	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	DNAH9	chr17:11712200-93137791	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	GNAL	chr18:11712200-93137791	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	ZNF823	chr19:11712200-93137791	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=processed_pseudogene	AC062028.1	chr2:10996064-232155208	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=lincRNA	LINC00687	chr20:11762838-67126840	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=lincRNA	AP001464.1	chr21:11762838-62638434	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=unprocessed_pseudogene	FRG1GP	chr22:11762838-62638434	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	CNTN6	chr3:1390256-1393399	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=antisense	BHLHE40-AS1	chr3:4918729-4922512	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=lincRNA	AC026167.1	chr3:6320336-6320715	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=lincRNA	AC069277.1	chr3:6547160-232153400	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=miRNA	MIR572	chr4:10824818-232153400	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=lincRNA	LINC02241	chr5:20644346-20646995	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=lincRNA	LINC02064	chr5:29315616-173673463	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	F13A1	chr6:6296380-43862583	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	PRIM2	chr6:57583449-57583729	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=transcribed_unprocessed_pseudogene	AC244258.1	chr6:59080621-136786068	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	PEX7	chr6:136850990-136853056	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=lincRNA	AL035446.2	chr6:140687511-140688250	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	COL28A1	chr7:7466614-146970810	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=protein_coding	PPDPFL	chr8:49002166-146970809	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=processed_pseudogene	AL353684.1	chr9:29292567-118699702	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=antisense	AL162254.1	chr9:122627265-122627678	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=lincRNA	AC073529.1	chrX:11001839-11002292	56.18
chr8	47800152	47800169	PRKDC	Intronic	gene_type=lincRNA	AC004554.2	chrX:11707915-146904607	56.18
chr8	60761116	60761354	CHD7	Intronic	gene_type=processed_transcript	LINC01128	chr1:850695-851163	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	KAZN	chr1:14382321-14382825	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	MATN1	chr1:30441693-236035647	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=antisense	AL390860.1	chr1:247725560-247726290	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	OR2L2	chr1:248041722-248042359	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	ADARB2	chr10:1563690-1563960	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=lincRNA	AL139125.1	chr10:7466841-44486693	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=transcribed_processed_pseudogene	CEP164P1	chr10:45009420-45009878	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	REEP3	chr10:63600462-115527757	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	C10orf88	chr10:122944272-122944533	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=lincRNA	AC087280.2	chr11:6850994-6851340	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=TEC	AC131935.2	chr11:11712200-127288924	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	GLB1L3	chr11:134296566-134296846	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	C12orf4	chr12:4514319-4514723	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	EIF2S3B	chr12:10520114-106123213	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=unprocessed_pseudogene	AL356585.4	chr13:10520114-105632583	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	FAM155A	chr13:107775097-107775711	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=rRNA	RF00002	chr14:11712200-93137791	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=unprocessed_pseudogene	AC138701.1	chr15:11712200-93137791	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=lincRNA	AC090282.1	chr17:3147361-3147756	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=lincRNA	AP005328.1	chr18:1101226-1101646	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	GNAL	chr18:11712200-93137791	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	ZNF823	chr19:11712200-93137791	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	MYT1L	chr2:2138074-2138781	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=processed_pseudogene	AC062028.1	chr2:10996064-232155208	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	IQCA1	chr2:236383803-236384960	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	IQCA1	chr2:236411535-236411939	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=lincRNA	LINC00687	chr20:11762838-67126840	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=lincRNA	AP001464.1	chr21:11762838-62638434	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	SUMF1	chr3:4025247-4027877	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=lincRNA	AC069277.1	chr3:6547160-232153400	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=miRNA	MIR572	chr4:10824818-232153400	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	ADCY2	chr5:7573751-7574260	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=lincRNA	LINC02064	chr5:29315616-173673463	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	F13A1	chr6:6296380-43862583	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=transcribed_unprocessed_pseudogene	AC244258.1	chr6:59080621-136786068	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	RGS17	chr6:153074278-173406960	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	SDK1	chr7:4061775-4062135	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	C1GALT1	chr7:7162203-7162464	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	COL28A1	chr7:7466614-146970810	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	CNTNAP2	chr7:148388191-148388455	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	NRG1	chr8:31851562-31852654	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=protein_coding	PPDPFL	chr8:49002166-146970809	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=processed_pseudogene	RPL4P5	chr9:7466841-25605722	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=processed_pseudogene	AL353684.1	chr9:29292567-118699702	72.5
chr8	60761116	60761354	CHD7	Intronic	gene_type=lincRNA	AC004554.2	chrX:11707915-146904607	72.5
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	ISG15	chr1:1007686-1008060	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	ATAD3A	chr1:1530492-1530854	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	CAMTA1	chr1:7309224-7309597	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	MFN2	chr1:11991682-11991950	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	FAM110D	chr1:26163333-26163628	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	WASF2	chr1:27477564-27477862	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	GMEB1	chr1:28695623-28695968	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	MATN1	chr1:30441693-236035647	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	RGS7	chr1:241197190-241197555	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	AKT3	chr1:243795408-243795676	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	SMYD3	chr1:246427252-246427529	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	ZNF670-ZNF695	chr1:247067490-247067858	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=lincRNA	AL139125.1	chr10:7466841-44486693	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	PRKG1	chr10:51464574-51464885	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	JMJD1C	chr10:63180727-63180993	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	REEP3	chr10:63600462-115527757	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	AMPD3	chr11:10469785-10470036	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=TEC	AC131935.2	chr11:11712200-127288924	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	NTM	chr11:132213665-132213964	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	EIF2S3B	chr12:10520114-106123213	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	UBE3B	chr12:109492193-127288736	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=unprocessed_pseudogene	AL356585.4	chr13:10520114-105632583	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	F10	chr13:113136577-113136922	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=rRNA	RF00002	chr14:11712200-93137791	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=unprocessed_pseudogene	AC138701.1	chr15:11712200-93137791	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	TARSL2	chr15:101715117-101715442	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	CREBBP	chr16:3843872-3844172	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	SEC14L5	chr16:4998393-4998762	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	ATF7IP2	chr16:10365941-10366208	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	TXNDC11	chr16:11712200-93137791	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	DNAH9	chr17:11712200-93137791	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	GNAL	chr18:11712200-93137791	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	ZNF823	chr19:11712200-93137791	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	SH3YL1	chr2:229446-229747	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=processed_transcript	LINC01105	chr2:5998351-5998638	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	MBOAT2	chr2:8878736-8879083	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	HPCAL1	chr2:10355124-10355473	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=processed_pseudogene	AC062028.1	chr2:10996064-232155208	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	GIGYF2	chr2:232730654-232730928	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	LRRFIP1	chr2:237681660-237681918	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	HDAC4	chr2:239374333-239374675	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=lincRNA	LINC00687	chr20:11762838-67126840	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=lincRNA	AP001464.1	chr21:11762838-62638434	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=unprocessed_pseudogene	FRG1GP	chr22:11762838-62638434	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=protein_coding	CNTN4	chr3:2591284-2591560	68.37
chr12	102899636	102899827	PAH	Intronic	gene_type=lincRNA	AC069277.1	chr3:6547160-232153400	68.37
