chr	start	end	gene_name	exon_number	hit_type	hit_name	hit_region	percent_incorrect
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	XPR1	chr1:180867781-180872279	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	FAM129A	chr1:184847266-184850559	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	ERVMER61-1	chr1:187599610-187602682	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	CAMSAP2	chr1:200798056-200798563	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	SRGAP2	chr1:206328785-206329535	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	SUSD4	chr1:223318570-223319286	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	DCDC1	chr11:30966615-30967117	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	AP001001.2	chr11:106123035-106123546	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	RDX	chr11:110213338-110213849	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	AP003100.2	chr11:112679779-112680279	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=processed_transcript	MIR100HG	chr11:122476775-122477906	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	AP003481.1	chr11:127288261-127288835	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	C12orf4	chr12:4513020-4513514	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	SLCO1A2	chr12:21286324-21286845	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	SLCO1A2	chr12:21399055-21399657	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	TMEM117	chr12:43910464-43911090	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	OTOGL	chr12:80245186-80245996	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	POLR3B	chr12:106473096-106473598	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	RPH3A	chr12:112624543-112625939	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=transcribed_unprocessed_pseudogene	TPTE2P5	chr13:40833053-40833691	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=transcribed_unprocessed_pseudogene	TPTE2P5	chr13:40902484-40902991	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	DIAPH3	chr13:59984807-59986110	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	GPC5	chr13:91605188-91605693	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	AL139023.1	chr14:28415191-28415692	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	KCNH5	chr14:62874806-62875324	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	AL357153.2	chr14:70480963-70481735	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	MIR4713HG	chr15:51177108-51177615	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	MAP2K1	chr15:66450110-66451177	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	CDH8	chr16:61786439-61786944	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	LINC01572	chr16:72584319-72585573	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	OR3A2	chr17:3351146-3351665	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	SMIM36	chr17:55506019-55506682	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	AC016205.1	chr18:39569966-39570515	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	DOK6	chr18:69453212-69453709	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=transcribed_unprocessed_pseudogene	AC016582.1	chr19:37840948-37842402	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	FAM49A	chr2:16594239-16598624	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	PLEKHH2	chr2:43661428-43662981	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	STON1-GTF2A1L	chr2:48743978-48744494	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	AC007100.1	chr2:60086956-60088467	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	VWA3B	chr2:98266273-98266780	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	AC079447.1	chr2:99227749-99228246	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	NCKAP5	chr2:133300463-133301650	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	NEB	chr2:151700136-151700629	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	ACVR1C	chr2:157566738-157571727	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	AC016766.1	chr2:164120802-164122487	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	CSRNP3	chr2:165490241-165490779	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	DIS3L2	chr2:232150432-232150931	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	AL121900.2	chr20:18605062-18605775	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	BACH1	chr21:29421401-29422370	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=antisense	BHLHE40-AS1	chr3:4919938-4921425	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	SSUH2	chr3:8720188-8720707	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	ZNF385D	chr3:21984150-21984882	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	THRB	chr3:24283942-24284444	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	ROBO1	chr3:78948809-78949304	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	EPHA3	chr3:89346756-89347258	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=antisense	NPHP3-AS1	chr3:132761884-132762383	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	IQCJ-SCHIP1	chr3:159427412-159427920	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	YEATS2	chr3:183739237-183740002	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	LINC02438	chr4:19335903-19337063	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	CCSER1	chr4:91137929-91138725	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=antisense	AC097460.1	chr4:100001920-100002559	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	SEMA5A	chr5:9259516-9261756	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	HCN1	chr5:45494776-45495299	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	ATG10	chr5:82047937-82048445	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=antisense	LUCAT1	chr5:91273461-91274007	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	SRFBP1	chr5:121996794-121997292	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	LINC02240	chr5:125360274-125361210	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	MARCH3	chr5:126891307-126891806	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	FSTL4	chr5:133586527-133588192	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=bidirectional_promoter_lncRNA	AL355499.2	chr6:8567608-8568134	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	KIF6	chr6:39458649-39459406	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	ME1	chr6:83337923-83338861	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	LAMA2	chr6:128922928-128923438	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	EYA4	chr6:133520250-133520758	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	EPM2A	chr6:145666501-145667020	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	PACRG	chr6:162990726-162991754	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	AC005165.1	chr7:25607374-25607918	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	BBS9	chr7:33548624-33549115	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	CACNA2D1	chr7:82399938-82400433	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=antisense	AC009264.1	chr7:136764005-136764536	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	XKR6	chr8:10933639-10934694	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	EYA1	chr8:71410194-71411278	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	CASC9	chr8:75282571-75283073	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	VPS13B	chr8:99693988-99694533	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	COL14A1	chr8:120352722-120353248	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	LINC01591	chr8:135262930-135263957	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	CENPP	chr9:92578978-92579472	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	PLPPR1	chr9:101103085-101104284	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=lincRNA	PTCHD1-AS	chrX:23241773-23243397	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	EDA	chrX:69983907-69986152	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	TEX11	chrX:70565786-70566307	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	TEX11	chrX:70602902-70603397	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	NEXMIF	chrX:74874377-74874903	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	TRPC5	chrX:111937522-111938038	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=protein_coding	KLHL13	chrX:118009236-118009763	60.8
chr1	89748379	89748654	LRRC8C	Intronic	gene_type=antisense	LINC01201	chrX:131003018-131005182	60.8
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	CSMD2	chr1:34097299-34097801	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	CCDC30	chr1:42494473-42494979	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=lincRNA	LINC01748	chr1:60550720-60551227	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	PDE4B	chr1:66104454-66104955	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	SLC44A5	chr1:75387134-75387627	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=transcribed_unprocessed_pseudogene	HYDIN2	chr1:146871426-146871913	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	PCDH15	chr10:55589324-55589828	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=lincRNA	AC044810.3	chr11:7719625-7720155	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=lincRNA	AC044810.3	chr11:7739384-7739882	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=antisense	AC006299.1	chr11:22910594-22911107	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=lincRNA	AC021006.2	chr11:41695566-41696053	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	NEK5	chr13:52058822-52059331	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	GPC6	chr13:93490960-93491452	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	CDH8	chr16:61805830-61806824	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	KIAA1328	chr18:37078362-37078852	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	ZNF404	chr19:43878049-43878545	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=lincRNA	AC096570.1	chr2:22306962-22307494	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	COL4A4	chr2:227069776-227070277	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	SUMF1	chr3:3895432-3895959	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	ANO10	chr3:43488224-43488719	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	MAGI1	chr3:65698817-65699311	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	NAALADL2	chr3:175069042-175069549	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	STPG2	chr4:97638452-97638951	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	BANK1	chr4:102044496-102045044	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=lincRNA	AC004704.1	chr4:111966472-111966958	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	RNF150	chr4:141070283-141070771	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=lincRNA	AC008700.1	chr5:145447895-145448385	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	PPP2R2B	chr5:146679466-146679968	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	EYS	chr6:65256679-65257180	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=lincRNA	AL356277.3	chr6:74702367-74702865	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	KIAA1324L	chr7:87044764-87045255	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	PTN	chr7:137334177-137334713	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	ZMAT4	chr8:40804840-40805335	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	C8orf34	chr8:68418850-68419365	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=lincRNA	AC103409.1	chr8:91563656-91564161	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	TRAPPC9	chr8:140292751-140293238	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	EDA	chrX:69949960-69950433	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=protein_coding	DIAPH2	chrX:97578578-97579076	45.58
chr17	42264911	42264924	STAT5B	Intronic	gene_type=lincRNA	LINC00630	chrX:102811445-102811967	45.58
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	SMAP2	chr1:40368290-40368783	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=transcribed_unprocessed_pseudogene	SKINT1L	chr1:48153839-48155038	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=lincRNA	AC119674.1	chr1:56365586-56367754	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=processed_transcript	LINC00466	chr1:63240568-63242144	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=lincRNA	AL033530.1	chr1:68734630-68736552	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	NEGR1	chr1:71514513-71518549	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	NEGR1	chr1:71890130-71893185	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=processed_transcript	MGC27382	chr1:78244682-78245742	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=lincRNA	AL157944.1	chr1:82253397-82254434	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=lincRNA	AC104454.2	chr1:84052691-84057295	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	COL24A1	chr1:85751788-85753429	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	COL24A1	chr1:85930816-85931540	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=antisense	AL356270.1	chr1:86680256-86683247	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	LRRC8C	chr1:89748624-89749480	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	DPYD	chr1:97319514-97320629	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	FAM102B	chr1:108577938-108578534	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	MAGI3	chr1:113498963-113501489	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	SRGAP2C	chr1:121311326-121312020	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=transcribed_unprocessed_pseudogene	HYDIN2	chr1:146718575-146723080	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=lincRNA	AL031599.1	chr1:172983177-172983921	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	RABGAP1L	chr1:174235240-174235744	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	RABGAP1L	chr1:174591595-174595504	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	RABGAP1L	chr1:174629792-174630350	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	XPR1	chr1:180867781-180872279	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=lincRNA	ERVMER61-1	chr1:187345696-187348481	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=lincRNA	ERVMER61-1	chr1:187599610-187602682	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=lincRNA	LINC01720	chr1:190731627-190732966	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=lincRNA	AL357793.1	chr1:193719173-193720922	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	DENND1B	chr1:197532410-197533869	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	DENND1B	chr1:197710445-197713126	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	SRGAP2	chr1:206329814-206330930	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	SPATA17	chr1:217692006-217693122	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	RYR2	chr1:237077739-237079497	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=antisense	AL390860.1	chr1:247688146-247691650	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	MALRD1	chr10:19090345-19091602	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	AL117339.5	chr10:38264535-38265448	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	SLC35G1	chr10:93931276-93931821	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	SORCS1	chr10:106846266-106847687	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=lincRNA	AC027779.1	chr11:13866757-13867608	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	PDE3B	chr11:14719377-14720275	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	ANO5	chr11:22017907-22018429	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=protein_coding	DCDC1	chr11:31317232-31317722	84.69
chr11	36553386	36554081	RAG1	Intronic	gene_type=antisense	AC087276.2	chr11:43347906-43348874	84.69
