chr	start	end	gene_name	exon_number	hit_type	hit_name	hit_region	percent_incorrect
chr5	71604774	71605054	MCCC2	Intronic	gene_type=protein_coding	FOCAD	chr9:20766926-20767312	68.83
chr5	71604774	71605054	MCCC2	Intronic	gene_type=protein_coding	IFT74	chr9:26963065-26963418	68.83
chr5	71604774	71605054	MCCC2	Intronic	gene_type=lincRNA	LINC01242	chr9:30427683-30428021	68.83
chr5	71604774	71605054	MCCC2	Intronic	gene_type=transcribed_unprocessed_pseudogene	BMS1P10	chr9:63301983-63302334	68.83
chr5	71604774	71605054	MCCC2	Intronic	gene_type=unprocessed_pseudogene	FRG1JP	chr9:63848930-63849299	68.83
chr5	71604774	71605054	MCCC2	Intronic	gene_type=protein_coding	APBA1	chr9:69597774-69598154	68.83
chr5	71604774	71605054	MCCC2	Intronic	gene_type=protein_coding	BCLAF3	chrX:19940372-19940967	68.83
chr5	71604774	71605054	MCCC2	Intronic	gene_type=protein_coding	JADE3	chrX:47036355-47037002	68.83
chr5	71604774	71605054	MCCC2	Intronic	gene_type=lincRNA	AL158055.1	chrX:51427623-51428166	68.83
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	MORN1	chr1:2365669-2366164	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	CAMTA1	chr1:7412830-7413189	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	EXOSC10	chr1:11085872-11086247	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	KAZN	chr1:14257072-14257431	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	EIF4G3	chr1:20832256-20833314	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	SMAP2	chr1:40368189-40368764	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	SCMH1	chr1:41207735-41208095	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	HIVEP3	chr1:41854610-41855271	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	FOXJ3	chr1:42253592-42254664	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	MAST2	chr1:45962012-45962371	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=transcribed_unprocessed_pseudogene	SKINT1L	chr1:48153890-48155964	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	AGBL4	chr1:49510670-49511040	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	AGBL4	chr1:49876093-49877101	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	FAF1	chr1:50918266-50918955	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	AC119674.1	chr1:56365427-56367955	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	AC119674.1	chr1:56368095-56368902	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	DAB1	chr1:58114874-58116000	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	DAB1	chr1:58225232-58225605	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	LINC01358	chr1:58961557-58961919	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=processed_transcript	LINC00466	chr1:63239657-63242456	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	ROR1	chr1:63925612-63926056	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	LEPR	chr1:65560506-65561151	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	PDE4B	chr1:66104198-66104939	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	AL033530.1	chr1:68734546-68736758	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	AL691520.1	chr1:68996860-68997232	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	LINC01707	chr1:69115579-69116277	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	LINC01707	chr1:69116399-69116971	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	NEGR1	chr1:71515000-71518469	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	NEGR1	chr1:71518543-71519685	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	NEGR1	chr1:71890172-71894213	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	FPGT-TNNI3K	chr1:74447284-74448006	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	FPGT-TNNI3K	chr1:74519161-74519559	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	SLC44A5	chr1:75385634-75385989	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=transcribed_processed_pseudogene	AL137803.1	chr1:75702966-75703320	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=processed_transcript	MGC27382	chr1:78243794-78246078	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	AL157944.1	chr1:82253283-82255772	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	AL157944.1	chr1:82660235-82661305	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	AC104454.2	chr1:84052625-84054859	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	COL24A1	chr1:85749952-85754140	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	COL24A1	chr1:85826060-85826716	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	COL24A1	chr1:85928729-85931608	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	COL24A1	chr1:85931814-85932833	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=antisense	AL356270.1	chr1:86679317-86683244	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=antisense	PKN2-AS1	chr1:88345353-88345712	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=transcribed_unprocessed_pseudogene	GBP1P1	chr1:89414391-89415198	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	LRRC8C	chr1:89748135-89749923	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	FNBP1L	chr1:93514214-93514924	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	BCAR3	chr1:93791062-93795589	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	DPYD	chr1:97319243-97321303	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	DPYD	chr1:97321549-97321964	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=antisense	AL445433.2	chr1:99213326-99214104	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	COL11A1	chr1:102930103-102930592	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	COL11A1	chr1:103020120-103020663	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	FAM102B	chr1:108576208-108579100	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	AL445426.1	chr1:112225883-112226256	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	MAGI3	chr1:113498966-113501727	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	MAGI3	chr1:113501941-113502733	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	SRGAP2C	chr1:121310579-121312623	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=transcribed_unprocessed_pseudogene	EMBP1	chr1:121532144-121535631	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=unprocessed_pseudogene	AC239859.1	chr1:143558279-143558694	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=unprocessed_pseudogene	AC239859.1	chr1:143560217-143561217	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	SRGAP2B	chr1:144966757-144968630	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=transcribed_unprocessed_pseudogene	HYDIN2	chr1:146717096-146718176	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=transcribed_unprocessed_pseudogene	HYDIN2	chr1:146718439-146723215	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=transcribed_unprocessed_pseudogene	HYDIN2	chr1:146869321-146871930	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=antisense	FLG-AS1	chr1:152432272-152433092	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	DDR2	chr1:162737995-162739087	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	RGS5	chr1:163262406-163262830	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	NME7	chr1:169252640-169253279	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	NME7	chr1:169273743-169274111	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	AL031599.1	chr1:172982660-172984043	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	RABGAP1L	chr1:174233505-174233865	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	RABGAP1L	chr1:174378786-174379398	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	RABGAP1L	chr1:174379570-174380225	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	RABGAP1L	chr1:174590314-174591552	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	RABGAP1L	chr1:174591635-174595563	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	RABGAP1L	chr1:174629885-174630693	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	RABGAP1L	chr1:174633009-174633418	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	RABGAP1L	chr1:174845239-174845986	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	PAPPA2	chr1:176751171-176752143	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	RALGPS2	chr1:178777781-178778820	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	RALGPS2	chr1:178841250-178841613	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	TDRD5	chr1:179646611-179647437	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	ACBD6	chr1:180390089-180390450	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	XPR1	chr1:180699174-180701490	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	XPR1	chr1:180867074-180872065	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	FAM129A	chr1:184847166-184851432	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	HMCN1	chr1:185887824-185888360	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	ERVMER61-1	chr1:187344036-187348869	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	ERVMER61-1	chr1:187541559-187542087	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	ERVMER61-1	chr1:187599649-187603399	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	LINC01720	chr1:190731560-190733001	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	AL390957.1	chr1:192504234-192505564	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	AL357793.1	chr1:193717800-193718987	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	AL357793.1	chr1:193719305-193722551	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	DENND1B	chr1:197531718-197533998	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	DENND1B	chr1:197708112-197713380	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	LINC01221	chr1:199023478-199025539	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	SRGAP2	chr1:206328321-206330921	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	SPATA17	chr1:217691082-217695226	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	AL513283.1	chr1:219455594-219456477	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	RAB3GAP2	chr1:220246233-220246747	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	AL356108.1	chr1:222352327-222352672	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=lincRNA	AC093152.1	chr1:222902757-222903120	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	SUSD4	chr1:223317805-223319290	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	CDC42BPA	chr1:227208860-227210050	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	TBCE	chr1:235382876-235383252	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	RYR2	chr1:237078736-237079921	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	RYR2	chr1:237079995-237081297	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	CHRM3	chr1:239623427-239625029	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	CHRM3	chr1:239625084-239627783	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	CHRM3	chr1:239638027-239638378	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=protein_coding	CHRM3	chr1:239638850-239639194	88.08
chr11	36551894	36554098	RAG1	Intronic	gene_type=antisense	AL390860.1	chr1:247688269-247692043	88.08
